StudentID,Gender,Age,StudyHours,TestScore,Grade
305,Male,25,3,76,Pass
306,Female,32,4,39,Fail
307,Female,29,1,39,Fail
308,Male,25,6,43,Fail
309,Male,28,4,72,Pass
310,Female,29,1,71,Pass
311,Female,33,2,51,Fail
312,Male,34,3,76,Pass
313,Female,30,9,39,Fail
314,Female,31,8,65,Pass
315,Female,23,7,66,Pass
316,Male,22,11,75,Pass
317,Female,32,4,54,Fail
318,Male,26,1,47,Fail
319,Male,27,8,79,Pass
320,Male,21,4,85,Pass
321,Male,23,3,96,Pass
322,Male,19,9,74,Pass
323,Female,26,10,76,Pass
324,Male,35,4,37,Fail
325,Male,35,4,65,Pass
326,Male,29,9,46,Fail
327,Female,20,11,64,Pass
328,Female,24,2,93,Pass
329,Female,32,5,67,Pass
330,Female,21,4,55,Fail
331,Female,30,9,39,Fail
332,Female,22,5,72,Pass
333,Female,30,9,79,Pass
334,Male,31,11,51,Fail
335,Male,20,9,69,Pass
336,Female,20,2,77,Pass
337,Male,33,9,79,Pass
338,Male,35,3,87,Pass
339,Female,25,4,81,Pass
340,Male,32,1,62,Pass
341,Male,30,1,52,Fail
342,Female,35,1,72,Pass
343,Male,32,9,69,Pass
344,Female,24,11,56,Fail
345,Female,24,8,49,Fail
346,Male,23,5,69,Pass
347,Male,24,5,41,Fail
348,Male,20,9,73,Pass
349,Female,26,3,50,Fail
350,Female,33,3,63,Pass
351,Female,33,7,59,Fail
352,Male,29,9,50,Fail
353,Male,19,6,76,Pass
354,Female,30,2,40,Fail
355,Male,30,1,75,Pass
356,Male,29,2,88,Pass
357,Female,26,1,55,Fail
358,Female,25,10,83,Pass
359,Male,20,10,90,Pass
360,Female,29,9,40,Fail
361,Male,28,10,66,Pass
362,Female,21,8,55,Fail
363,Female,28,7,67,Pass
364,Female,32,3,67,Pass
365,Male,26,8,45,Fail
366,Male,28,2,89,Pass
367,Female,31,2,49,Fail
368,Female,26,11,50,Fail
369,Female,22,10,91,Pass
370,Male,22,3,96,Pass
371,Female,23,7,82,Pass
372,Female,19,1,90,Pass
373,Female,35,8,46,Fail
374,Female,20,7,84,Pass
375,Male,26,4,67,Pass
376,Male,25,5,73,Pass
377,Female,33,10,59,Fail
378,Male,23,1,63,Pass
379,Male,20,4,42,Fail
380,Male,25,1,62,Pass
381,Female,26,1,38,Fail
382,Male,25,10,81,Pass
383,Male,25,1,97,Pass
384,Male,32,7,49,Fail
385,Female,24,7,87,Pass
386,Female,22,4,86,Pass
387,Male,28,2,96,Pass
388,Male,30,3,55,Fail
389,Female,34,8,37,Fail
390,Female,25,8,76,Pass
391,Male,24,11,68,Pass
392,Male,23,11,58,Fail
393,Female,21,6,84,Pass
394,Female,30,10,65,Pass
395,Male,33,9,38,Fail
396,Female,28,11,76,Pass
397,Male,34,9,74,Pass
398,Male,29,4,84,Pass
399,Male,26,1,91,Pass
400,Female,21,1,47,Fail
401,Male,25,10,53,Fail
402,Male,25,5,91,Pass
403,Female,32,2,87,Pass
404,Female,20,6,79,Pass
405,Male,28,7,96,Pass
406,Male,27,1,44,Fail
407,Female,34,6,58,Fail
408,Female,27,8,40,Fail
409,Female,34,5,47,Fail
410,Male,31,7,44,Fail
411,Male,28,10,45,Fail
412,Male,32,6,62,Pass
413,Female,30,4,38,Fail
414,Male,25,7,52,Fail
415,Female,33,10,67,Pass
416,Male,34,9,42,Fail
417,Female,26,10,89,Pass
418,Male,28,10,57,Fail
419,Male,22,7,62,Pass
420,Female,33,5,95,Pass
421,Female,32,7,55,Fail
422,Male,19,3,64,Pass
423,Female,34,2,44,Fail
424,Female,28,11,50,Fail
425,Male,21,5,60,Pass
426,Female,23,4,84,Pass
427,Male,27,5,80,Pass
428,Male,29,8,73,Pass
429,Female,34,4,92,Pass
430,Female,20,9,62,Pass
431,Male,30,7,67,Pass
432,Male,24,10,92,Pass
433,Male,29,7,87,Pass
434,Male,26,8,68,Pass
435,Male,30,6,86,Pass
436,Male,20,8,77,Pass
437,Female,27,3,38,Fail
438,Female,33,10,61,Pass
439,Female,20,10,88,Pass
440,Male,19,1,80,Pass
441,Female,28,6,97,Pass
442,Male,20,1,38,Fail
443,Male,30,9,78,Pass
444,Female,26,2,37,Fail
445,Male,23,11,72,Pass
446,Male,19,2,93,Pass
447,Male,33,7,48,Fail
448,Male,24,2,45,Fail
449,Male,30,10,72,Pass
450,Male,26,8,77,Pass
451,Female,31,6,99,Pass
452,Male,19,7,64,Pass
453,Male,29,7,74,Pass
454,Male,19,6,69,Pass
455,Male,26,10,78,Pass
456,Female,23,11,97,Pass
457,Female,35,9,82,Pass
458,Male,26,9,58,Fail
459,Male,28,7,61,Pass
460,Male,20,9,97,Pass
461,Female,27,10,54,Fail
462,Female,21,3,42,Fail
463,Female,25,3,54,Fail
464,Female,33,1,88,Pass
465,Male,21,5,52,Fail
466,Female,32,4,51,Fail
467,Female,20,2,84,Pass
468,Male,32,9,44,Fail
469,Male,29,3,49,Fail
470,Female,34,8,91,Pass
471,Female,26,6,79,Pass
472,Female,25,5,96,Pass
473,Female,29,1,97,Pass
474,Male,21,4,93,Pass
475,Male,35,3,43,Fail
476,Female,32,1,53,Fail
477,Female,24,5,86,Pass
478,Female,26,6,68,Pass
479,Female,23,2,58,Fail
480,Female,26,3,91,Pass
481,Male,20,11,87,Pass
482,Male,33,6,93,Pass
483,Male,30,4,49,Fail
484,Female,35,9,83,Pass
485,Female,19,5,59,Fail
486,Male,33,4,98,Pass
487,Male,32,2,90,Pass
488,Female,34,6,65,Pass
489,Male,27,10,58,Fail
490,Female,19,2,37,Fail
491,Female,35,7,65,Pass
492,Male,31,3,84,Pass
493,Male,23,9,41,Fail
494,Male,28,11,94,Pass
495,Female,24,5,71,Pass
496,Female,31,8,91,Pass
497,Male,19,11,46,Fail
498,Female,33,6,55,Fail
499,Female,32,10,73,Pass
500,Female,26,8,43,Fail
501,Male,28,11,82,Pass
502,Female,27,3,71,Pass
503,Male,35,3,81,Pass
504,Male,27,5,49,Fail
505,Female,21,11,46,Fail
506,Male,29,10,38,Fail
507,Female,30,3,42,Fail
508,Male,28,8,44,Fail
509,Male,35,10,72,Pass
510,Female,35,8,61,Pass
511,Male,29,2,80,Pass
512,Male,22,4,96,Pass
513,Male,25,10,83,Pass
514,Female,32,1,76,Pass
515,Female,25,4,43,Fail
516,Male,26,11,82,Pass
517,Male,19,4,59,Fail
518,Male,22,10,55,Fail
519,Female,30,9,82,Pass
520,Female,21,3,58,Fail
521,Male,31,2,49,Fail
522,Female,24,9,97,Pass
523,Female,29,9,57,Fail
524,Female,22,1,37,Fail
525,Female,34,6,95,Pass
526,Male,25,10,55,Fail
527,Female,29,8,97,Pass
528,Female,19,3,96,Pass
529,Male,25,11,69,Pass
530,Male,30,9,40,Fail
531,Female,25,2,78,Pass
532,Female,25,6,39,Fail
533,Male,28,1,63,Pass
534,Male,34,7,88,Pass
535,Male,26,3,77,Pass
536,Female,27,7,71,Pass
537,Female,27,4,64,Pass
538,Male,20,9,42,Fail
539,Female,31,5,42,Fail
540,Male,31,3,91,Pass
541,Female,22,8,93,Pass
542,Male,30,6,80,Pass
543,Male,35,2,59,Fail
544,Female,20,3,98,Pass
545,Female,31,8,69,Pass
546,Female,33,10,52,Fail
547,Female,26,7,99,Pass
548,Female,33,10,60,Pass
549,Female,19,6,41,Fail
550,Male,28,1,77,Pass
551,Female,30,9,78,Pass
552,Male,23,3,49,Fail
553,Male,27,5,83,Pass
554,Female,26,7,48,Fail
555,Male,34,7,41,Fail
556,Male,32,3,73,Pass
557,Female,31,4,67,Pass
558,Female,31,10,64,Pass
559,Female,23,7,64,Pass
560,Male,34,8,66,Pass
561,Female,29,2,54,Fail
562,Female,23,9,80,Pass
563,Female,31,7,63,Pass
564,Female,29,8,71,Pass
565,Male,21,6,62,Pass
566,Female,33,6,93,Pass
567,Male,25,9,75,Pass
568,Female,25,4,85,Pass
569,Male,24,11,87,Pass
570,Male,21,11,96,Pass
571,Male,31,5,54,Fail
572,Female,25,9,69,Pass
573,Male,23,1,61,Pass
574,Female,26,4,92,Pass
575,Female,35,7,67,Pass
576,Female,19,11,73,Pass
577,Female,32,9,95,Pass
578,Female,35,11,96,Pass
579,Male,28,10,38,Fail
580,Female,30,6,69,Pass
581,Male,34,8,75,Pass
582,Male,32,9,97,Pass
583,Male,34,10,79,Pass
584,Male,26,4,79,Pass
585,Male,28,1,99,Pass
586,Male,35,8,68,Pass
587,Male,34,2,54,Fail
588,Female,35,11,53,Fail
589,Male,34,1,70,Pass
590,Female,26,7,75,Pass
591,Male,24,10,43,Fail
592,Male,24,9,78,Pass
593,Male,27,11,90,Pass
594,Male,22,9,89,Pass
595,Female,30,3,71,Pass
596,Female,30,6,66,Pass
597,Female,35,7,48,Fail
598,Male,33,10,71,Pass
599,Male,27,9,47,Fail
600,Male,25,2,97,Pass
601,Female,28,8,80,Pass
602,Male,34,7,93,Pass
603,Female,30,4,40,Fail
604,Female,25,2,61,Pass
605,Male,33,8,84,Pass
606,Male,24,11,68,Pass
607,Female,30,5,56,Fail
608,Female,29,6,86,Pass
609,Female,21,11,67,Pass
610,Male,20,7,40,Fail
611,Male,24,10,90,Pass
612,Male,23,1,74,Pass
613,Male,34,8,89,Pass
614,Male,26,4,99,Pass
615,Male,29,9,83,Pass
616,Female,28,1,37,Fail
617,Female,30,11,39,Fail
618,Female,24,2,73,Pass
619,Male,23,6,58,Fail
620,Female,27,11,98,Pass
621,Male,34,10,100,Pass
622,Male,32,11,53,Fail
623,Female,26,1,98,Pass
624,Male,32,4,50,Fail
625,Female,25,8,77,Pass
626,Female,23,10,98,Pass
627,Male,20,5,71,Pass
628,Female,29,9,94,Pass
629,Female,26,11,49,Fail
630,Female,19,11,71,Pass
631,Female,30,6,79,Pass
632,Male,20,1,38,Fail
633,Female,25,6,92,Pass
634,Female,35,6,83,Pass
635,Female,32,6,49,Fail
636,Male,25,8,100,Pass
637,Female,21,6,100,Pass
638,Male,24,5,87,Pass
639,Female,20,11,90,Pass
640,Female,35,2,52,Fail
641,Female,30,4,54,Fail
642,Male,30,10,43,Fail
643,Male,35,5,81,Pass
644,Male,28,10,72,Pass
645,Male,21,4,77,Pass
646,Male,31,2,66,Pass
647,Male,30,7,78,Pass
648,Female,35,10,77,Pass
649,Male,22,10,43,Fail
650,Female,28,2,51,Fail
651,Male,29,1,96,Pass
652,Male,24,5,76,Pass
653,Male,24,1,55,Fail
654,Female,27,1,79,Pass
655,Male,33,1,73,Pass
656,Male,20,6,38,Fail
657,Female,22,9,78,Pass
658,Female,23,10,84,Pass
659,Female,35,11,91,Pass
660,Female,26,1,49,Fail
661,Male,26,5,76,Pass
662,Female,30,9,77,Pass
663,Male,26,9,79,Pass
664,Male,21,1,79,Pass
665,Female,33,8,91,Pass
666,Male,24,1,94,Pass
667,Female,34,8,67,Pass
668,Male,26,1,52,Fail
669,Female,34,5,78,Pass
670,Female,34,8,97,Pass
671,Female,29,6,92,Pass
672,Female,25,9,80,Pass
673,Female,35,1,93,Pass
674,Female,35,9,42,Fail
675,Male,30,1,64,Pass
676,Male,31,10,68,Pass
677,Male,28,10,80,Pass
678,Female,25,3,46,Fail
679,Male,32,1,86,Pass
680,Female,19,3,54,Fail
681,Male,35,11,40,Fail
682,Male,22,2,99,Pass
683,Female,23,2,45,Fail
684,Male,25,9,43,Fail
685,Male,28,8,86,Pass
686,Male,35,1,44,Fail
687,Female,25,4,100,Pass
688,Male,19,1,79,Pass
689,Female,25,1,43,Fail
690,Male,29,4,77,Pass
691,Male,27,2,76,Pass
692,Male,30,3,39,Fail
693,Male,21,11,53,Fail
694,Female,22,9,38,Fail
695,Male,22,2,51,Fail
696,Female,31,4,82,Pass
697,Female,28,1,65,Pass
698,Male,23,2,86,Pass
699,Male,25,5,84,Pass
700,Female,34,10,88,Pass
701,Female,19,1,58,Fail
702,Male,30,11,40,Fail
703,Male,20,7,93,Pass
704,Male,25,4,88,Pass
705,Male,29,6,42,Fail
706,Male,31,8,74,Pass
707,Female,20,6,62,Pass
708,Male,25,2,47,Fail
709,Male,33,1,62,Pass
710,Female,29,8,53,Fail
711,Male,20,8,60,Pass
712,Male,25,9,64,Pass
713,Female,22,6,71,Pass
714,Male,29,1,67,Pass
715,Female,20,9,49,Fail
716,Male,34,3,90,Pass
717,Male,25,11,71,Pass
718,Male,31,6,52,Fail
719,Female,23,10,51,Fail
720,Female,35,10,79,Pass
721,Female,30,11,54,Fail
722,Female,25,9,83,Pass
723,Male,24,11,73,Pass
724,Female,26,3,84,Pass
725,Female,31,5,98,Pass
726,Female,23,5,84,Pass
727,Male,20,10,85,Pass
728,Male,27,7,77,Pass
729,Female,29,4,63,Pass
730,Female,24,11,91,Pass
731,Male,25,4,71,Pass
732,Female,25,7,88,Pass
733,Female,24,9,81,Pass
734,Female,29,11,90,Pass
735,Female,29,4,71,Pass
736,Male,25,4,64,Pass
737,Male,20,6,75,Pass
738,Male,22,6,97,Pass
739,Female,24,7,74,Pass
740,Female,35,1,45,Fail
741,Male,23,11,48,Fail
742,Male,25,3,51,Fail
743,Male,27,9,57,Fail
744,Female,19,6,88,Pass
745,Male,19,6,71,Pass
746,Female,24,5,78,Pass
747,Female,28,11,69,Pass
748,Male,29,3,87,Pass
749,Male,19,11,55,Fail
750,Female,19,5,91,Pass
751,Male,31,1,59,Fail
752,Male,23,3,49,Fail
753,Female,19,4,99,Pass
754,Female,21,5,80,Pass
755,Female,27,10,37,Fail
756,Female,32,9,87,Pass
757,Female,35,4,65,Pass
758,Male,32,3,60,Pass
759,Female,22,10,52,Fail
760,Female,23,1,61,Pass
761,Female,35,10,91,Pass
762,Male,20,6,59,Fail
763,Female,23,7,64,Pass
764,Female,22,10,83,Pass
765,Female,22,8,52,Fail
766,Male,24,1,79,Pass
767,Female,31,4,92,Pass
768,Female,23,11,74,Pass
769,Female,25,5,47,Fail
770,Male,19,2,39,Fail
771,Male,32,1,51,Fail
772,Male,22,8,37,Fail
773,Male,35,6,43,Fail
774,Female,32,5,37,Fail
775,Female,34,9,85,Pass
776,Male,32,11,68,Pass
777,Male,34,11,45,Fail
778,Female,26,2,65,Pass
779,Female,21,10,62,Pass
780,Male,19,8,59,Fail
781,Male,20,11,81,Pass
782,Male,33,10,79,Pass
783,Male,28,9,65,Pass
784,Female,32,1,88,Pass
785,Male,35,7,74,Pass
786,Male,31,8,69,Pass
787,Female,19,3,43,Fail
788,Female,23,4,48,Fail
789,Female,31,3,67,Pass
790,Female,32,7,68,Pass
791,Female,21,9,90,Pass
792,Male,33,3,56,Fail
793,Male,35,6,91,Pass
794,Male,21,8,87,Pass
795,Female,34,6,53,Fail
796,Male,32,2,72,Pass
797,Female,30,7,39,Fail
798,Male,30,2,37,Fail
799,Male,29,2,86,Pass
800,Female,35,2,63,Pass
801,Female,26,11,89,Pass
802,Male,35,1,83,Pass
803,Male,29,11,76,Pass
804,Male,20,1,69,Pass
805,Male,28,7,56,Fail
806,Male,28,5,50,Fail
807,Female,29,11,72,Pass
808,Female,24,3,41,Fail
809,Female,22,1,59,Fail
810,Female,30,11,81,Pass
811,Male,29,10,96,Pass
812,Male,31,6,92,Pass
813,Female,23,11,51,Fail
814,Male,24,1,42,Fail
815,Female,19,9,69,Pass
816,Male,24,2,91,Pass
817,Male,27,1,55,Fail
818,Male,33,7,99,Pass
819,Female,26,6,49,Fail
820,Female,34,6,65,Pass
821,Female,24,5,97,Pass
822,Female,24,11,42,Fail
823,Male,21,4,51,Fail
824,Male,28,11,52,Fail
825,Male,19,4,60,Pass
826,Male,32,3,59,Fail
827,Female,22,10,84,Pass
828,Male,30,8,46,Fail
829,Male,24,7,90,Pass
830,Male,29,9,77,Pass
831,Female,30,1,77,Pass
832,Female,28,7,85,Pass
833,Female,25,10,53,Fail
834,Male,25,4,85,Pass
835,Female,29,7,92,Pass
836,Male,22,1,80,Pass
837,Male,19,5,81,Pass
838,Male,31,3,66,Pass
839,Female,27,5,80,Pass
840,Female,27,4,82,Pass
841,Male,27,2,46,Fail
842,Male,28,11,91,Pass
843,Female,20,4,55,Fail
844,Female,24,3,65,Pass
845,Female,33,1,38,Fail
846,Male,21,10,72,Pass
847,Male,29,8,55,Fail
848,Male,24,5,43,Fail
849,Female,21,4,62,Pass
850,Female,29,10,51,Fail
851,Female,33,5,83,Pass
852,Male,31,4,92,Pass
853,Male,28,3,74,Pass
854,Female,24,5,39,Fail
855,Male,33,4,74,Pass
856,Female,25,1,99,Pass
857,Male,33,3,52,Fail
858,Female,27,10,38,Fail
859,Male,20,10,67,Pass
860,Male,26,8,64,Pass
861,Female,20,7,43,Fail
862,Female,29,2,66,Pass
863,Female,25,1,79,Pass
864,Female,24,3,94,Pass
865,Female,28,5,98,Pass
866,Male,23,10,43,Fail
867,Female,29,11,72,Pass
868,Female,19,1,65,Pass
869,Female,20,3,60,Pass
870,Male,19,3,88,Pass
871,Female,20,5,75,Pass
872,Female,22,3,40,Fail
873,Female,30,9,100,Pass
874,Male,19,1,65,Pass
875,Male,19,4,80,Pass
876,Female,32,10,41,Fail
877,Male,22,10,91,Pass
878,Female,23,4,65,Pass
879,Male,29,1,98,Pass
880,Female,31,2,66,Pass
881,Male,34,11,65,Pass
882,Female,31,1,62,Pass
883,Female,20,6,55,Fail
884,Male,34,3,62,Pass
885,Female,24,7,73,Pass
886,Female,32,5,63,Pass
887,Female,19,9,66,Pass
888,Female,35,7,87,Pass
889,Male,29,4,89,Pass
890,Female,21,5,66,Pass
891,Male,29,5,39,Fail
892,Male,23,11,95,Pass
893,Male,35,5,94,Pass
894,Male,25,10,79,Pass
895,Female,28,9,43,Fail
896,Female,29,10,97,Pass
897,Male,21,3,85,Pass
898,Female,28,6,93,Pass
899,Male,28,8,45,Fail
900,Female,32,11,89,Pass
901,Female,30,9,77,Pass
902,Female,33,7,78,Pass
903,Male,28,3,49,Fail
904,Male,28,1,51,Fail
905,Female,19,4,90,Pass
906,Male,28,6,99,Pass
907,Male,20,3,41,Fail
908,Female,35,1,65,Pass
909,Male,25,6,71,Pass
910,Female,25,1,63,Pass
911,Female,27,9,63,Pass
912,Female,20,11,44,Fail
913,Male,32,1,68,Pass
914,Female,35,6,56,Fail
915,Female,19,1,100,Pass
916,Male,27,7,46,Fail
917,Male,22,3,49,Fail
918,Male,26,6,99,Pass
919,Male,31,7,65,Pass
920,Female,22,1,71,Pass
921,Male,27,1,97,Pass
922,Male,27,5,90,Pass
923,Male,30,6,44,Fail
924,Male,28,9,65,Pass
925,Female,29,1,67,Pass
926,Male,25,4,77,Pass
927,Female,27,10,66,Pass
928,Male,24,8,58,Fail
929,Female,34,10,57,Fail
