StudentID,Gender,Age,StudyHours,TestScore,Grade
357,Male,30,4,88,Pass
358,Female,38,8,91,Pass
359,Male,30,2,57,Fail
360,Male,25,11,94,Pass
361,Male,37,7,89,Pass
362,Female,33,4,97,Pass
363,Male,37,2,90,Pass
364,Female,29,7,89,Pass
365,Female,32,1,59,Fail
366,Female,34,4,60,Pass
367,Male,34,9,83,Pass
368,Female,28,4,97,Pass
369,Female,25,3,79,Pass
370,Male,34,10,73,Pass
371,Male,29,10,99,Pass
372,Female,27,2,90,Pass
373,Female,28,3,43,Fail
374,Male,34,1,62,Pass
375,Female,34,10,79,Pass
376,Female,31,8,60,Pass
377,Female,34,1,62,Pass
378,Female,28,3,74,Pass
379,Male,23,3,49,Fail
380,Female,38,2,40,Fail
381,Male,23,5,61,Pass
382,Female,33,10,72,Pass
383,Male,32,3,98,Pass
384,Female,35,3,64,Pass
385,Male,38,8,37,Fail
386,Female,25,4,96,Pass
387,Male,27,4,46,Fail
388,Female,31,3,64,Pass
389,Female,31,11,72,Pass
390,Male,35,1,94,Pass
391,Male,30,8,72,Pass
392,Male,35,1,49,Fail
393,Male,33,7,52,Fail
394,Male,34,5,86,Pass
395,Female,37,4,63,Pass
396,Male,33,4,94,Pass
397,Male,30,8,55,Fail
398,Female,21,11,51,Fail
399,Male,21,11,52,Fail
400,Male,35,6,91,Pass
401,Male,36,1,71,Pass
402,Female,32,10,94,Pass
403,Male,26,8,72,Pass
404,Female,26,2,46,Fail
405,Female,32,6,35,Fail
406,Male,35,9,92,Pass
407,Female,24,1,37,Fail
408,Male,24,6,97,Pass
409,Male,22,8,55,Fail
410,Male,32,10,57,Fail
411,Male,27,2,43,Fail
412,Male,29,5,89,Pass
413,Female,29,6,53,Fail
414,Female,28,5,96,Pass
415,Female,34,3,73,Pass
416,Female,21,4,61,Pass
417,Male,32,7,80,Pass
418,Male,22,4,68,Pass
419,Female,33,9,67,Pass
420,Male,24,11,84,Pass
421,Female,38,10,54,Fail
422,Female,36,2,74,Pass
423,Female,34,5,92,Pass
424,Female,28,8,65,Pass
425,Male,32,5,72,Pass
426,Male,29,10,79,Pass
427,Female,26,8,75,Pass
428,Female,38,8,43,Fail
429,Female,22,9,43,Fail
430,Female,28,10,97,Pass
431,Female,34,6,56,Fail
432,Male,26,4,50,Fail
433,Female,30,11,66,Pass
434,Female,28,3,100,Pass
435,Male,37,5,48,Fail
436,Male,32,6,72,Pass
437,Male,37,3,42,Fail
438,Male,33,2,55,Fail
439,Male,32,7,90,Pass
440,Male,36,11,80,Pass
441,Male,25,5,77,Pass
442,Male,36,9,80,Pass
443,Male,26,3,82,Pass
444,Female,31,8,65,Pass
445,Male,37,6,67,Pass
446,Female,34,4,78,Pass
447,Female,26,9,42,Fail
448,Female,31,5,36,Fail
449,Female,32,10,51,Fail
450,Female,33,6,86,Pass
451,Female,24,9,79,Pass
452,Female,27,7,71,Pass
453,Female,22,5,76,Pass
454,Male,26,2,78,Pass
455,Female,26,4,72,Pass
456,Female,38,2,40,Fail
457,Female,28,3,85,Pass
458,Female,28,10,69,Pass
459,Male,28,3,92,Pass
460,Female,28,4,91,Pass
461,Male,21,6,40,Fail
462,Male,22,3,47,Fail
463,Female,32,10,93,Pass
464,Female,35,1,64,Pass
465,Male,24,1,36,Fail
466,Female,23,9,92,Pass
467,Female,34,9,70,Pass
468,Male,28,5,79,Pass
469,Male,33,9,43,Fail
470,Female,25,11,99,Pass
471,Female,33,7,84,Pass
472,Female,21,9,66,Pass
473,Male,36,7,77,Pass
474,Female,22,9,88,Pass
475,Male,27,2,81,Pass
476,Male,26,11,48,Fail
477,Female,25,11,82,Pass
478,Male,24,8,89,Pass
479,Female,22,7,63,Pass
480,Female,30,6,81,Pass
481,Male,25,5,97,Pass
482,Female,38,4,53,Fail
483,Male,30,7,43,Fail
484,Male,35,3,71,Pass
485,Female,29,8,86,Pass
486,Female,31,2,91,Pass
487,Female,37,1,62,Pass
488,Female,29,11,70,Pass
489,Male,36,2,98,Pass
490,Male,26,9,52,Fail
491,Male,31,5,69,Pass
492,Female,37,11,73,Pass
493,Male,24,8,42,Fail
494,Male,35,3,49,Fail
495,Female,21,7,41,Fail
496,Female,21,2,51,Fail
497,Female,29,8,98,Pass
498,Male,32,7,46,Fail
499,Female,24,5,90,Pass
500,Male,33,11,80,Pass
501,Male,27,4,81,Pass
502,Male,28,1,50,Fail
503,Male,33,5,36,Fail
504,Male,31,9,88,Pass
505,Female,29,10,61,Pass
506,Male,36,4,65,Pass
507,Female,30,9,75,Pass
508,Male,31,2,70,Pass
509,Male,32,4,81,Pass
510,Female,34,9,77,Pass
511,Male,32,4,99,Pass
512,Male,38,5,84,Pass
513,Female,37,11,35,Fail
514,Female,23,8,91,Pass
515,Male,21,1,50,Fail
516,Male,24,1,62,Pass
517,Male,36,9,56,Fail
518,Female,32,9,75,Pass
519,Male,33,4,53,Fail
520,Female,37,2,84,Pass
521,Female,28,9,93,Pass
522,Male,33,4,68,Pass
523,Female,25,6,73,Pass
524,Male,38,1,41,Fail
525,Male,35,9,86,Pass
526,Female,32,5,94,Pass
527,Female,37,3,86,Pass
528,Female,35,4,58,Fail
529,Female,22,1,60,Pass
530,Female,26,9,44,Fail
531,Female,37,8,51,Fail
532,Male,36,4,36,Fail
533,Male,37,2,61,Pass
534,Male,29,9,82,Pass
535,Female,25,4,43,Fail
536,Female,21,9,57,Fail
537,Female,26,10,61,Pass
538,Male,34,3,77,Pass
539,Male,37,7,41,Fail
540,Female,21,7,97,Pass
541,Female,21,10,78,Pass
542,Female,33,4,73,Pass
543,Female,34,2,74,Pass
544,Male,26,11,41,Fail
545,Male,26,9,59,Fail
546,Male,21,4,93,Pass
547,Female,34,8,47,Fail
548,Male,23,2,96,Pass
549,Female,30,8,42,Fail
550,Female,24,11,79,Pass
551,Female,30,10,52,Fail
552,Male,22,5,94,Pass
553,Male,24,7,94,Pass
554,Female,26,7,36,Fail
555,Male,27,9,100,Pass
556,Female,36,3,48,Fail
557,Female,27,10,82,Pass
558,Female,38,4,90,Pass
559,Male,29,10,46,Fail
560,Male,30,4,89,Pass
561,Female,33,10,62,Pass
562,Male,38,5,38,Fail
563,Male,36,6,70,Pass
564,Male,37,3,84,Pass
565,Male,33,4,37,Fail
566,Female,32,3,35,Fail
567,Male,30,2,51,Fail
568,Female,21,10,96,Pass
569,Female,28,9,82,Pass
570,Male,38,1,96,Pass
571,Female,22,2,53,Fail
572,Female,36,8,68,Pass
573,Male,32,7,83,Pass
574,Female,29,1,81,Pass
575,Female,23,5,84,Pass
576,Male,24,10,60,Pass
577,Male,22,6,90,Pass
578,Male,28,5,48,Fail
579,Male,30,4,59,Fail
580,Male,36,1,38,Fail
581,Female,31,7,66,Pass
582,Female,38,9,99,Pass
583,Male,34,6,95,Pass
584,Male,28,3,54,Fail
585,Female,35,10,44,Fail
586,Male,37,4,68,Pass
587,Male,38,10,95,Pass
588,Female,26,5,61,Pass
589,Female,34,1,74,Pass
590,Female,23,5,99,Pass
591,Male,27,1,67,Pass
592,Female,35,9,43,Fail
593,Male,36,7,50,Fail
594,Female,36,3,39,Fail
595,Male,28,9,57,Fail
596,Male,27,2,77,Pass
597,Male,26,7,91,Pass
598,Female,22,9,85,Pass
599,Female,33,6,47,Fail
600,Female,32,10,58,Fail
601,Male,35,5,45,Fail
602,Female,29,7,86,Pass
603,Female,22,6,51,Fail
604,Male,37,5,71,Pass
605,Male,25,2,47,Fail
606,Female,31,8,96,Pass
607,Female,27,7,42,Fail
608,Female,22,6,90,Pass
609,Male,36,5,78,Pass
610,Female,32,5,94,Pass
611,Male,35,9,75,Pass
612,Male,21,1,55,Fail
613,Female,33,9,76,Pass
614,Female,26,6,63,Pass
615,Male,33,4,99,Pass
616,Male,38,10,51,Fail
617,Female,23,7,64,Pass
618,Female,21,9,60,Pass
619,Female,35,5,87,Pass
620,Male,33,5,53,Fail
621,Male,25,8,87,Pass
622,Female,33,7,51,Fail
623,Male,25,8,80,Pass
624,Male,38,11,87,Pass
625,Female,30,10,98,Pass
626,Male,28,2,79,Pass
627,Female,35,9,83,Pass
628,Female,24,3,53,Fail
629,Male,22,6,99,Pass
630,Male,26,6,71,Pass
631,Female,23,2,60,Pass
632,Male,27,7,36,Fail
633,Female,30,9,93,Pass
634,Male,26,10,39,Fail
635,Male,36,11,71,Pass
636,Male,22,1,65,Pass
637,Female,37,8,82,Pass
638,Male,33,2,40,Fail
639,Female,21,1,49,Fail
640,Female,26,8,49,Fail
641,Female,25,2,95,Pass
642,Male,33,6,50,Fail
643,Female,38,6,54,Fail
644,Female,32,5,78,Pass
645,Male,27,8,76,Pass
646,Female,35,3,80,Pass
647,Female,23,10,68,Pass
648,Male,36,4,98,Pass
649,Female,21,7,63,Pass
650,Male,36,7,37,Fail
651,Female,32,8,43,Fail
652,Female,28,2,59,Fail
653,Male,32,11,76,Pass
654,Female,35,2,80,Pass
655,Female,22,4,93,Pass
656,Female,37,10,55,Fail
657,Male,27,9,56,Fail
658,Male,33,10,63,Pass
659,Male,21,9,97,Pass
660,Male,26,4,95,Pass
661,Male,33,9,98,Pass
662,Female,31,3,74,Pass
663,Male,30,5,35,Fail
664,Male,36,10,99,Pass
665,Male,37,9,96,Pass
666,Female,37,6,88,Pass
667,Female,24,3,94,Pass
668,Male,25,10,80,Pass
669,Female,34,9,39,Fail
670,Female,30,6,56,Fail
671,Female,34,4,87,Pass
672,Female,21,4,66,Pass
673,Male,31,8,45,Fail
674,Male,38,7,44,Fail
675,Female,36,1,73,Pass
676,Female,38,6,65,Pass
677,Female,28,8,46,Fail
678,Female,30,3,72,Pass
679,Male,30,9,100,Pass
680,Female,25,10,86,Pass
681,Male,30,2,39,Fail
682,Female,38,6,45,Fail
683,Male,26,1,59,Fail
684,Female,23,11,69,Pass
685,Male,28,2,69,Pass
686,Male,29,5,56,Fail
687,Male,25,1,71,Pass
688,Female,22,8,89,Pass
689,Male,22,1,98,Pass
690,Female,27,9,54,Fail
691,Male,37,10,38,Fail
692,Male,30,11,52,Fail
693,Female,32,3,85,Pass
694,Male,22,2,54,Fail
695,Female,30,1,43,Fail
696,Female,21,9,60,Pass
697,Female,24,4,59,Fail
698,Female,33,1,75,Pass
699,Male,32,1,93,Pass
700,Male,31,7,79,Pass
701,Female,30,2,75,Pass
702,Male,35,7,72,Pass
703,Male,25,7,53,Fail
704,Female,37,10,48,Fail
705,Male,25,9,55,Fail
706,Female,22,7,49,Fail
707,Male,29,1,37,Fail
708,Male,26,8,71,Pass
709,Female,38,8,80,Pass
710,Male,34,4,50,Fail
711,Male,34,8,48,Fail
712,Female,28,4,43,Fail
713,Male,37,8,41,Fail
714,Female,23,5,48,Fail
715,Male,30,4,40,Fail
716,Female,37,6,49,Fail
717,Female,31,2,86,Pass
718,Female,28,2,68,Pass
719,Female,21,2,35,Fail
720,Female,33,9,54,Fail
721,Male,24,10,41,Fail
722,Male,27,3,41,Fail
723,Female,34,10,84,Pass
724,Male,25,4,36,Fail
725,Female,31,10,81,Pass
726,Male,37,8,48,Fail
727,Male,25,4,65,Pass
728,Female,23,11,84,Pass
729,Female,25,10,95,Pass
730,Male,35,10,75,Pass
731,Male,36,7,48,Fail
732,Female,28,5,39,Fail
733,Male,33,9,39,Fail
734,Male,36,4,98,Pass
735,Female,23,3,63,Pass
736,Male,21,2,39,Fail
737,Female,29,1,70,Pass
738,Female,29,11,53,Fail
739,Female,37,6,98,Pass
740,Male,22,10,56,Fail
741,Male,29,2,68,Pass
742,Female,33,8,90,Pass
743,Female,25,6,51,Fail
744,Male,29,5,90,Pass
745,Male,33,2,51,Fail
746,Male,21,7,52,Fail
747,Female,35,2,79,Pass
748,Female,24,5,90,Pass
749,Male,24,2,84,Pass
750,Male,30,11,92,Pass
751,Male,26,10,52,Fail
752,Female,32,11,41,Fail
753,Female,36,11,44,Fail
754,Male,23,2,37,Fail
755,Male,34,7,78,Pass
756,Female,21,9,48,Fail
757,Female,30,5,38,Fail
758,Male,35,7,52,Fail
759,Male,27,4,86,Pass
760,Male,24,2,72,Pass
761,Female,34,3,54,Fail
762,Male,36,2,78,Pass
763,Female,34,5,85,Pass
764,Female,23,6,53,Fail
765,Male,37,7,100,Pass
766,Male,34,3,47,Fail
767,Female,38,4,96,Pass
768,Male,23,8,95,Pass
769,Female,23,4,64,Pass
770,Male,32,7,64,Pass
771,Male,25,6,85,Pass
772,Male,30,7,82,Pass
773,Male,29,1,67,Pass
774,Female,21,3,53,Fail
775,Female,33,6,91,Pass
776,Female,23,3,53,Fail
777,Male,31,7,75,Pass
778,Female,36,9,76,Pass
779,Female,26,3,86,Pass
780,Female,23,1,38,Fail
781,Male,26,10,38,Fail
782,Female,28,6,39,Fail
783,Male,33,1,75,Pass
784,Male,32,1,95,Pass
785,Female,30,8,89,Pass
786,Male,23,9,47,Fail
787,Female,24,2,48,Fail
788,Female,21,9,94,Pass
789,Female,33,5,59,Fail
790,Female,24,8,78,Pass
791,Female,31,7,44,Fail
792,Male,31,7,84,Pass
793,Female,32,4,78,Pass
794,Male,31,2,48,Fail
795,Female,26,5,49,Fail
796,Female,32,11,50,Fail
797,Female,29,11,36,Fail
798,Male,30,3,64,Pass
799,Male,23,9,64,Pass
800,Male,23,6,65,Pass
801,Male,36,1,54,Fail
802,Female,23,3,83,Pass
803,Female,30,4,69,Pass
804,Male,31,9,57,Fail
805,Male,28,11,95,Pass
806,Male,26,6,89,Pass
807,Female,31,4,42,Fail
808,Male,32,1,74,Pass
809,Male,36,8,93,Pass
810,Female,38,11,66,Pass
811,Male,33,2,41,Fail
812,Female,23,11,36,Fail
813,Female,35,11,40,Fail
814,Female,34,8,70,Pass
815,Female,38,6,66,Pass
816,Female,34,8,79,Pass
817,Male,25,6,76,Pass
818,Male,34,5,87,Pass
819,Female,28,5,43,Fail
820,Female,35,10,83,Pass
821,Male,35,10,36,Fail
822,Male,26,11,45,Fail
823,Female,28,8,84,Pass
824,Male,26,7,69,Pass
825,Male,35,8,49,Fail
826,Female,23,8,65,Pass
827,Male,30,7,96,Pass
828,Male,35,2,62,Pass
829,Male,36,11,59,Fail
830,Male,37,9,59,Fail
831,Female,31,7,35,Fail
832,Male,36,11,93,Pass
833,Female,25,6,76,Pass
834,Male,25,9,68,Pass
835,Female,34,1,100,Pass
836,Female,38,11,52,Fail
837,Male,28,2,39,Fail
838,Female,25,1,54,Fail
839,Female,27,10,100,Pass
840,Female,36,3,96,Pass
841,Female,34,11,66,Pass
842,Female,25,5,92,Pass
843,Male,29,1,84,Pass
844,Female,24,4,72,Pass
845,Female,24,8,89,Pass
846,Male,36,6,62,Pass
847,Male,37,1,56,Fail
848,Female,35,1,77,Pass
849,Male,24,3,70,Pass
850,Male,26,10,86,Pass
851,Male,36,8,70,Pass
852,Male,24,11,62,Pass
853,Male,26,11,92,Pass
854,Male,25,8,70,Pass
855,Female,36,3,43,Fail
856,Female,36,7,55,Fail
857,Male,30,3,98,Pass
858,Male,29,4,95,Pass
859,Female,24,9,74,Pass
860,Male,34,4,90,Pass
861,Female,24,3,38,Fail
862,Male,32,5,65,Pass
863,Female,30,7,61,Pass
864,Female,24,5,92,Pass
865,Male,38,4,59,Fail
866,Male,33,8,39,Fail
867,Male,33,4,42,Fail
868,Male,34,2,43,Fail
869,Female,38,10,49,Fail
870,Male,21,6,41,Fail
871,Female,36,2,49,Fail
872,Male,35,3,71,Pass
873,Female,25,1,73,Pass
874,Male,26,5,40,Fail
875,Male,26,9,91,Pass
876,Female,23,2,53,Fail
877,Male,36,7,97,Pass
878,Male,32,5,65,Pass
879,Male,24,2,44,Fail
880,Male,21,8,96,Pass
881,Male,24,11,37,Fail
882,Female,21,6,52,Fail
883,Male,28,4,59,Fail
884,Female,25,4,54,Fail
885,Male,22,2,92,Pass
886,Male,32,3,84,Pass
887,Female,37,7,44,Fail
888,Female,27,3,55,Fail
889,Female,31,5,63,Pass
890,Female,24,10,44,Fail
891,Female,25,6,47,Fail
892,Male,26,6,81,Pass
893,Female,31,4,57,Fail
894,Female,21,6,84,Pass
895,Male,30,3,38,Fail
896,Male,31,7,87,Pass
897,Female,37,7,36,Fail
898,Female,28,4,99,Pass
899,Female,33,2,91,Pass
900,Male,38,11,41,Fail
901,Female,36,7,53,Fail
902,Male,22,3,78,Pass
903,Male,25,1,97,Pass
904,Male,38,2,99,Pass
905,Male,23,10,73,Pass
906,Female,37,9,60,Pass
907,Male,36,8,78,Pass
908,Male,26,6,46,Fail
909,Female,27,6,56,Fail
910,Male,38,1,48,Fail
911,Female,34,2,64,Pass
912,Male,26,4,78,Pass
913,Female,28,3,72,Pass
914,Male,35,1,93,Pass
915,Male,35,8,76,Pass
916,Female,35,7,86,Pass
917,Male,36,4,97,Pass
918,Male,21,9,95,Pass
919,Female,31,11,68,Pass
920,Male,25,4,73,Pass
921,Male,25,1,75,Pass
922,Female,26,10,71,Pass
923,Female,22,1,99,Pass
924,Female,26,1,66,Pass
925,Female,34,1,42,Fail
926,Female,31,4,52,Fail
927,Male,24,1,79,Pass
928,Female,29,2,67,Pass
929,Male,23,4,39,Fail
