StudentID,Gender,Age,StudyHours,TestScore,Grade
88,Male,30,3,48,Fail
89,Male,32,9,94,Pass
90,Female,31,5,65,Pass
91,Male,34,10,92,Pass
92,Female,27,2,31,Fail
93,Female,27,7,55,Fail
94,Female,35,2,75,Pass
95,Female,26,4,79,Pass
96,Female,35,7,46,Fail
97,Male,23,4,49,Fail
98,Male,26,7,53,Fail
99,Male,35,7,55,Fail
100,Female,34,1,46,Fail
101,Female,32,6,84,Pass
102,Female,28,9,31,Fail
103,Female,28,2,72,Pass
104,Male,31,3,49,Fail
105,Male,33,10,64,Pass
106,Female,29,5,85,Pass
107,Female,35,9,48,Fail
108,Female,21,4,64,Pass
109,Male,34,1,75,Pass
110,Male,21,4,36,Fail
111,Male,23,6,51,Fail
112,Female,23,5,100,Pass
113,Female,30,1,78,Pass
114,Male,28,4,69,Pass
115,Female,35,6,61,Pass
116,Male,30,10,40,Fail
117,Female,21,10,60,Pass
118,Male,33,4,48,Fail
119,Female,22,9,90,Pass
120,Male,22,5,45,Fail
121,Male,23,8,34,Fail
122,Male,33,9,93,Pass
123,Male,26,10,70,Pass
124,Male,21,5,39,Fail
125,Male,22,6,39,Fail
126,Female,33,1,56,Fail
127,Female,36,11,34,Fail
128,Female,35,7,46,Fail
129,Male,33,4,45,Fail
130,Male,36,11,82,Pass
131,Female,21,2,99,Pass
132,Male,25,5,35,Fail
133,Male,36,3,50,Fail
134,Male,33,6,48,Fail
135,Male,33,8,32,Fail
136,Male,27,7,43,Fail
137,Female,36,3,34,Fail
138,Female,28,8,72,Pass
139,Female,30,2,91,Pass
140,Female,21,10,38,Fail
141,Female,27,9,97,Pass
142,Male,33,4,93,Pass
143,Male,25,1,39,Fail
144,Male,30,8,41,Fail
145,Male,21,7,72,Pass
146,Female,23,11,43,Fail
147,Female,27,5,66,Pass
148,Female,30,10,43,Fail
149,Male,21,5,42,Fail
150,Female,27,7,67,Pass
151,Male,25,5,82,Pass
152,Female,21,8,32,Fail
153,Female,21,11,86,Pass
154,Male,34,6,90,Pass
155,Male,21,5,53,Fail
156,Female,31,9,70,Pass
157,Female,29,11,94,Pass
158,Male,31,2,53,Fail
159,Female,33,1,59,Fail
160,Female,23,8,81,Pass
161,Male,35,3,99,Pass
162,Female,33,11,61,Pass
163,Male,25,7,80,Pass
164,Female,31,10,50,Fail
165,Male,36,11,85,Pass
166,Female,30,8,32,Fail
167,Male,32,6,55,Fail
168,Female,36,10,43,Fail
169,Male,29,9,100,Pass
170,Female,26,7,97,Pass
171,Female,32,10,88,Pass
172,Female,29,5,94,Pass
173,Female,28,8,99,Pass
174,Female,28,2,89,Pass
175,Female,21,7,90,Pass
176,Female,33,4,92,Pass
177,Female,29,9,46,Fail
178,Female,26,1,98,Pass
179,Male,36,7,45,Fail
180,Male,29,6,85,Pass
181,Female,23,8,65,Pass
182,Male,32,5,85,Pass
183,Female,23,1,44,Fail
184,Female,26,1,79,Pass
185,Male,29,9,37,Fail
186,Female,27,10,60,Pass
187,Female,34,6,79,Pass
188,Male,33,10,46,Fail
189,Male,23,5,81,Pass
190,Female,23,1,72,Pass
191,Male,22,6,47,Fail
192,Male,29,6,93,Pass
193,Female,33,3,75,Pass
194,Male,35,8,37,Fail
195,Male,23,1,57,Fail
196,Female,31,1,40,Fail
197,Male,25,6,64,Pass
198,Male,34,10,66,Pass
199,Female,34,1,55,Fail
200,Female,29,6,36,Fail
201,Female,28,1,54,Fail
202,Male,22,6,48,Fail
203,Female,23,3,36,Fail
204,Female,36,8,59,Fail
205,Male,36,6,55,Fail
206,Female,22,11,85,Pass
207,Female,36,1,76,Pass
208,Female,28,5,54,Fail
209,Female,26,8,56,Fail
210,Male,26,3,58,Fail
211,Female,32,6,33,Fail
212,Female,35,5,68,Pass
213,Male,29,6,91,Pass
214,Female,28,10,81,Pass
215,Male,24,1,78,Pass
216,Male,35,7,51,Fail
217,Male,32,9,84,Pass
218,Female,24,2,86,Pass
219,Male,29,10,89,Pass
220,Male,21,5,81,Pass
221,Male,33,10,50,Fail
222,Female,22,4,89,Pass
223,Female,22,6,39,Fail
224,Female,33,6,31,Fail
225,Female,33,11,59,Fail
226,Female,26,2,93,Pass
227,Female,35,2,86,Pass
228,Female,24,4,98,Pass
229,Male,36,1,65,Pass
230,Male,33,9,33,Fail
231,Male,31,7,37,Fail
232,Male,30,7,57,Fail
233,Female,33,3,31,Fail
234,Male,23,11,74,Pass
235,Male,23,3,71,Pass
236,Male,23,1,72,Pass
237,Male,26,3,63,Pass
238,Female,34,3,80,Pass
239,Female,36,4,93,Pass
240,Female,28,4,67,Pass
241,Male,31,3,89,Pass
242,Female,27,10,78,Pass
243,Male,34,8,35,Fail
244,Female,24,8,78,Pass
245,Female,31,1,33,Fail
246,Female,32,7,77,Pass
247,Female,24,11,92,Pass
248,Female,31,2,44,Fail
249,Male,30,1,93,Pass
250,Female,35,3,91,Pass
251,Male,31,4,61,Pass
252,Male,36,6,47,Fail
253,Male,31,10,54,Fail
254,Male,34,5,53,Fail
255,Male,31,4,80,Pass
256,Female,22,8,100,Pass
257,Female,34,11,57,Fail
258,Female,36,4,45,Fail
259,Female,21,10,80,Pass
260,Male,29,2,66,Pass
261,Female,32,3,38,Fail
262,Female,35,6,33,Fail
263,Male,32,8,92,Pass
264,Male,22,8,77,Pass
265,Female,33,11,91,Pass
266,Female,28,9,62,Pass
267,Male,35,7,43,Fail
268,Female,36,2,31,Fail
269,Female,29,8,64,Pass
270,Female,24,7,92,Pass
271,Female,28,8,61,Pass
272,Male,29,3,94,Pass
273,Male,30,7,55,Fail
274,Male,30,10,68,Pass
275,Female,25,9,44,Fail
276,Female,36,3,38,Fail
277,Female,33,10,84,Pass
278,Female,34,6,32,Fail
279,Female,27,2,86,Pass
280,Male,36,2,91,Pass
281,Female,30,5,52,Fail
282,Female,24,5,65,Pass
283,Male,21,7,46,Fail
284,Female,23,2,80,Pass
285,Male,25,11,73,Pass
286,Male,23,7,47,Fail
287,Male,36,5,88,Pass
288,Male,32,6,32,Fail
289,Male,33,8,34,Fail
290,Female,31,10,69,Pass
291,Male,27,4,36,Fail
292,Male,32,7,99,Pass
293,Female,29,6,99,Pass
294,Female,35,10,50,Fail
295,Male,32,2,94,Pass
296,Female,26,8,46,Fail
297,Female,33,10,81,Pass
298,Male,30,9,67,Pass
299,Male,21,5,99,Pass
300,Female,36,10,72,Pass
301,Male,27,4,87,Pass
302,Male,35,6,96,Pass
303,Female,23,8,39,Fail
304,Male,25,11,94,Pass
305,Male,36,3,52,Fail
306,Male,30,10,64,Pass
307,Male,24,11,85,Pass
308,Male,30,11,59,Fail
309,Female,25,1,68,Pass
310,Female,25,4,48,Fail
311,Male,26,4,95,Pass
312,Female,34,1,31,Fail
313,Male,30,9,34,Fail
314,Male,32,3,34,Fail
315,Male,30,5,57,Fail
316,Male,33,6,73,Pass
317,Male,33,8,89,Pass
318,Female,31,6,62,Pass
319,Female,26,3,63,Pass
320,Male,36,6,58,Fail
321,Female,28,1,85,Pass
322,Male,28,4,90,Pass
323,Female,31,6,100,Pass
324,Male,29,7,92,Pass
325,Female,28,11,64,Pass
326,Male,33,11,86,Pass
327,Male,31,10,43,Fail
328,Female,22,3,86,Pass
329,Female,34,9,48,Fail
330,Male,34,7,84,Pass
331,Female,32,1,73,Pass
332,Male,30,2,69,Pass
333,Female,32,1,91,Pass
334,Female,31,11,72,Pass
335,Male,35,9,48,Fail
336,Female,36,9,53,Fail
337,Female,21,7,84,Pass
338,Male,30,10,60,Pass
339,Female,22,3,88,Pass
340,Male,22,5,98,Pass
341,Male,32,4,97,Pass
342,Male,23,7,48,Fail
343,Male,30,9,37,Fail
344,Male,27,2,70,Pass
345,Female,22,8,100,Pass
346,Male,34,9,95,Pass
347,Male,36,10,98,Pass
348,Female,21,10,79,Pass
349,Female,36,9,82,Pass
350,Female,34,10,59,Fail
351,Male,26,7,51,Fail
352,Male,29,9,39,Fail
353,Male,35,9,77,Pass
354,Female,23,3,72,Pass
355,Male,26,4,81,Pass
356,Female,23,2,86,Pass
357,Male,34,10,81,Pass
358,Female,33,3,100,Pass
359,Male,21,11,50,Fail
360,Male,34,11,57,Fail
361,Male,33,5,68,Pass
362,Female,36,5,95,Pass
363,Female,32,6,84,Pass
364,Male,25,7,54,Fail
365,Male,30,7,77,Pass
366,Male,34,1,93,Pass
367,Female,33,2,87,Pass
368,Male,31,9,85,Pass
369,Male,24,10,90,Pass
370,Male,27,2,92,Pass
371,Male,26,6,60,Pass
372,Female,30,11,52,Fail
373,Female,27,11,59,Fail
374,Male,25,1,71,Pass
375,Male,35,3,72,Pass
376,Female,35,2,95,Pass
377,Female,24,3,61,Pass
378,Male,36,5,60,Pass
379,Female,27,11,48,Fail
380,Female,27,10,47,Fail
381,Male,26,6,68,Pass
382,Female,28,9,44,Fail
383,Female,24,11,86,Pass
384,Male,30,10,52,Fail
385,Male,25,4,97,Pass
386,Female,24,7,86,Pass
387,Male,32,6,49,Fail
388,Female,21,2,87,Pass
389,Male,32,10,74,Pass
390,Female,28,11,65,Pass
391,Male,21,11,31,Fail
392,Female,25,11,82,Pass
393,Female,35,8,100,Pass
394,Female,26,7,67,Pass
395,Male,26,7,95,Pass
396,Male,33,8,81,Pass
397,Female,25,11,31,Fail
398,Female,36,1,51,Fail
399,Male,23,1,83,Pass
400,Male,35,8,46,Fail
401,Male,25,4,91,Pass
402,Male,32,5,84,Pass
403,Male,28,8,70,Pass
404,Male,34,5,56,Fail
405,Female,22,10,95,Pass
406,Male,36,4,94,Pass
407,Female,26,6,73,Pass
408,Male,29,5,47,Fail
409,Male,28,7,89,Pass
410,Female,34,10,53,Fail
411,Female,31,7,37,Fail
412,Male,28,4,74,Pass
413,Female,28,5,83,Pass
414,Female,35,3,64,Pass
415,Female,33,4,76,Pass
416,Female,27,4,98,Pass
417,Male,28,3,46,Fail
418,Female,33,10,49,Fail
419,Male,26,5,32,Fail
420,Male,22,5,40,Fail
421,Male,22,11,80,Pass
422,Male,28,7,42,Fail
423,Female,31,4,100,Pass
424,Female,21,4,52,Fail
425,Male,26,9,62,Pass
426,Male,33,6,31,Fail
427,Male,36,4,84,Pass
428,Male,26,2,88,Pass
429,Female,36,6,100,Pass
430,Male,31,2,48,Fail
431,Female,24,5,36,Fail
432,Male,32,6,75,Pass
433,Male,31,4,53,Fail
434,Male,33,3,53,Fail
435,Male,35,7,56,Fail
436,Female,31,2,37,Fail
437,Female,36,11,74,Pass
438,Female,33,6,57,Fail
439,Male,30,4,56,Fail
440,Male,23,6,66,Pass
441,Female,33,4,85,Pass
442,Female,31,4,94,Pass
443,Male,23,4,87,Pass
444,Male,35,9,99,Pass
445,Female,35,7,91,Pass
446,Male,36,3,32,Fail
447,Male,33,3,85,Pass
448,Female,33,6,68,Pass
449,Male,21,6,59,Fail
450,Female,23,4,56,Fail
451,Male,24,9,65,Pass
452,Female,31,4,97,Pass
453,Male,31,9,59,Fail
454,Female,25,4,64,Pass
455,Female,23,2,71,Pass
456,Female,26,2,71,Pass
457,Female,31,5,53,Fail
458,Male,34,4,33,Fail
459,Male,35,7,88,Pass
460,Female,32,11,62,Pass
461,Male,36,5,61,Pass
462,Male,25,6,73,Pass
463,Male,23,10,37,Fail
464,Male,26,4,31,Fail
465,Male,26,2,91,Pass
466,Female,35,10,44,Fail
467,Female,34,9,82,Pass
468,Female,28,10,36,Fail
469,Female,22,7,40,Fail
470,Male,21,4,60,Pass
471,Male,36,3,51,Fail
472,Female,24,10,90,Pass
473,Male,36,3,93,Pass
474,Male,27,9,72,Pass
475,Female,35,5,81,Pass
476,Male,36,3,94,Pass
477,Female,31,5,86,Pass
478,Female,30,2,71,Pass
479,Male,23,11,62,Pass
480,Male,23,4,45,Fail
481,Female,36,10,92,Pass
482,Female,25,2,57,Fail
483,Male,25,2,58,Fail
484,Female,33,8,94,Pass
485,Female,30,1,89,Pass
486,Female,23,7,88,Pass
487,Male,29,5,32,Fail
488,Female,24,11,66,Pass
489,Male,33,8,43,Fail
490,Female,33,1,45,Fail
491,Male,35,11,90,Pass
492,Female,23,7,52,Fail
493,Male,31,5,93,Pass
494,Male,22,4,55,Fail
495,Male,30,7,78,Pass
496,Female,33,10,73,Pass
497,Female,31,2,68,Pass
498,Female,29,1,71,Pass
499,Male,24,1,75,Pass
500,Female,36,11,70,Pass
501,Male,23,1,47,Fail
502,Female,27,5,87,Pass
503,Male,28,10,32,Fail
504,Male,31,7,92,Pass
505,Male,34,2,39,Fail
506,Female,22,10,98,Pass
507,Female,27,8,47,Fail
508,Female,32,4,80,Pass
509,Male,25,3,70,Pass
510,Male,35,10,88,Pass
511,Female,31,11,51,Fail
512,Female,25,8,48,Fail
513,Female,23,2,85,Pass
514,Male,25,11,59,Fail
515,Male,32,11,54,Fail
516,Male,22,3,47,Fail
517,Male,24,3,48,Fail
518,Male,26,10,72,Pass
519,Female,21,11,75,Pass
520,Male,30,1,47,Fail
521,Male,24,6,44,Fail
522,Male,26,2,79,Pass
523,Male,29,1,59,Fail
524,Male,34,2,34,Fail
525,Female,31,6,50,Fail
526,Male,36,4,77,Pass
527,Male,31,6,39,Fail
528,Male,33,9,57,Fail
529,Female,22,10,45,Fail
530,Female,31,10,49,Fail
531,Female,27,8,82,Pass
532,Male,26,1,56,Fail
533,Female,22,8,56,Fail
534,Male,28,9,56,Fail
535,Male,27,6,76,Pass
536,Female,31,10,79,Pass
537,Male,25,5,83,Pass
538,Male,32,6,33,Fail
539,Male,25,6,96,Pass
540,Female,27,9,72,Pass
541,Male,29,4,49,Fail
542,Male,31,2,47,Fail
543,Female,35,11,63,Pass
544,Male,29,11,79,Pass
545,Male,29,9,86,Pass
546,Female,26,2,93,Pass
547,Male,30,10,33,Fail
548,Male,26,9,79,Pass
549,Male,23,2,85,Pass
550,Male,21,8,56,Fail
551,Male,36,9,82,Pass
552,Female,27,10,37,Fail
553,Female,24,9,76,Pass
554,Female,21,10,76,Pass
555,Female,35,9,46,Fail
556,Male,28,2,54,Fail
557,Male,32,4,91,Pass
558,Male,26,7,84,Pass
559,Male,26,2,92,Pass
560,Male,22,1,31,Fail
561,Female,35,3,79,Pass
562,Female,21,4,55,Fail
563,Male,33,8,40,Fail
564,Male,34,6,46,Fail
565,Male,34,11,88,Pass
566,Female,22,2,59,Fail
567,Male,24,9,36,Fail
568,Male,22,2,46,Fail
569,Male,36,5,50,Fail
570,Female,21,4,73,Pass
571,Male,27,7,56,Fail
572,Female,31,8,63,Pass
573,Female,31,5,56,Fail
574,Female,35,10,75,Pass
575,Female,32,5,93,Pass
576,Female,28,2,97,Pass
577,Female,26,8,82,Pass
578,Male,24,2,98,Pass
579,Male,34,10,56,Fail
580,Male,26,6,32,Fail
581,Female,23,8,44,Fail
582,Male,32,6,60,Pass
583,Female,28,4,79,Pass
584,Female,30,4,42,Fail
585,Female,34,6,74,Pass
586,Male,33,4,63,Pass
587,Female,33,8,43,Fail
588,Female,22,9,56,Fail
589,Male,25,1,51,Fail
590,Male,21,4,58,Fail
591,Female,26,4,78,Pass
592,Female,22,2,70,Pass
593,Male,24,6,96,Pass
594,Male,26,3,53,Fail
595,Male,30,7,78,Pass
596,Female,31,11,32,Fail
597,Male,28,11,50,Fail
598,Male,32,5,89,Pass
599,Male,28,4,76,Pass
600,Female,31,5,33,Fail
601,Male,26,8,85,Pass
602,Male,24,3,42,Fail
603,Male,28,7,70,Pass
604,Male,33,6,96,Pass
605,Male,28,1,46,Fail
606,Female,30,7,64,Pass
607,Female,34,7,74,Pass
608,Female,21,1,36,Fail
609,Male,36,9,94,Pass
610,Female,24,6,52,Fail
611,Female,24,2,48,Fail
612,Female,27,5,42,Fail
613,Male,36,11,82,Pass
614,Male,34,4,81,Pass
615,Female,34,7,78,Pass
616,Female,31,8,49,Fail
617,Male,27,11,36,Fail
618,Male,36,11,57,Fail
619,Female,33,1,83,Pass
620,Male,31,5,78,Pass
621,Female,35,3,37,Fail
622,Male,28,1,89,Pass
623,Female,36,3,99,Pass
624,Female,31,6,41,Fail
625,Male,25,7,45,Fail
626,Female,27,8,94,Pass
627,Female,28,11,33,Fail
628,Female,36,4,99,Pass
629,Male,35,3,53,Fail
630,Male,29,5,83,Pass
631,Male,23,9,67,Pass
632,Female,23,6,39,Fail
633,Male,24,9,45,Fail
634,Female,25,6,33,Fail
635,Female,30,2,100,Pass
636,Male,21,5,47,Fail
637,Male,35,11,56,Fail
638,Female,35,9,51,Fail
639,Female,27,8,51,Fail
640,Male,29,7,41,Fail
641,Male,28,1,68,Pass
642,Male,35,4,65,Pass
643,Female,35,7,44,Fail
644,Female,25,11,44,Fail
645,Female,34,7,40,Fail
646,Female,34,6,42,Fail
647,Female,24,8,68,Pass
648,Male,32,11,64,Pass
649,Male,27,6,71,Pass
650,Female,25,10,40,Fail
651,Female,27,3,47,Fail
652,Male,32,4,47,Fail
653,Male,21,3,97,Pass
654,Male,21,1,92,Pass
655,Male,36,10,31,Fail
656,Female,30,5,42,Fail
657,Male,34,1,34,Fail
658,Female,33,1,72,Pass
659,Male,23,2,43,Fail
660,Male,34,4,34,Fail
661,Male,31,6,99,Pass
662,Female,22,8,49,Fail
663,Female,22,3,32,Fail
664,Male,27,1,42,Fail
665,Female,32,3,36,Fail
666,Female,30,3,38,Fail
667,Male,22,5,81,Pass
668,Male,31,11,41,Fail
669,Female,24,4,93,Pass
670,Female,22,4,87,Pass
671,Female,26,9,42,Fail
672,Male,28,7,32,Fail
673,Male,30,4,38,Fail
674,Female,36,3,41,Fail
675,Male,24,6,83,Pass
676,Male,35,3,40,Fail
677,Female,25,6,38,Fail
678,Female,24,11,66,Pass
679,Male,23,11,44,Fail
680,Male,25,9,84,Pass
681,Female,34,6,51,Fail
682,Male,29,4,80,Pass
683,Male,28,5,69,Pass
684,Female,28,6,50,Fail
685,Female,28,11,37,Fail
686,Male,32,3,39,Fail
687,Male,28,8,31,Fail
688,Male,27,4,56,Fail
689,Female,28,8,68,Pass
690,Male,31,10,68,Pass
691,Male,34,10,91,Pass
692,Female,36,3,74,Pass
693,Female,28,10,74,Pass
694,Male,33,7,92,Pass
695,Female,34,11,36,Fail
696,Female,28,9,47,Fail
697,Male,32,4,81,Pass
698,Female,30,8,68,Pass
699,Female,27,3,54,Fail
700,Male,32,7,81,Pass
701,Female,21,3,40,Fail
702,Male,24,7,51,Fail
703,Male,33,11,100,Pass
704,Female,33,10,87,Pass
705,Female,36,10,69,Pass
706,Female,24,11,63,Pass
707,Male,25,11,89,Pass
708,Female,30,6,48,Fail
709,Male,26,2,86,Pass
710,Female,24,11,87,Pass
711,Female,35,3,78,Pass
712,Female,22,6,72,Pass
713,Male,36,4,57,Fail
714,Female,26,6,82,Pass
715,Female,35,1,72,Pass
716,Male,28,10,62,Pass
717,Male,35,1,56,Fail
718,Female,28,3,55,Fail
719,Female,27,8,53,Fail
720,Female,26,8,87,Pass
721,Male,22,11,82,Pass
722,Male,35,4,61,Pass
723,Male,27,6,94,Pass
724,Male,31,8,63,Pass
725,Female,32,7,32,Fail
726,Male,34,11,48,Fail
727,Male,36,7,77,Pass
728,Male,34,4,63,Pass
729,Female,25,9,65,Pass
730,Female,36,10,81,Pass
731,Male,26,6,48,Fail
732,Male,30,11,60,Pass
733,Female,28,3,74,Pass
734,Female,36,5,83,Pass
735,Female,34,5,40,Fail
736,Female,28,5,82,Pass
737,Female,23,8,79,Pass
738,Female,32,9,41,Fail
739,Female,36,9,96,Pass
740,Female,32,6,88,Pass
741,Male,34,6,66,Pass
742,Male,27,9,63,Pass
743,Male,21,4,77,Pass
744,Male,21,6,43,Fail
745,Male,27,4,70,Pass
746,Male,35,11,98,Pass
747,Female,35,1,72,Pass
748,Female,30,7,49,Fail
749,Male,29,10,49,Fail
750,Male,27,11,88,Pass
751,Female,30,6,53,Fail
752,Female,25,9,84,Pass
753,Female,28,7,95,Pass
754,Male,22,7,42,Fail
755,Female,29,2,54,Fail
756,Male,26,11,64,Pass
757,Male,33,9,83,Pass
758,Female,29,10,38,Fail
759,Female,36,9,48,Fail
760,Male,22,6,87,Pass
761,Female,23,3,35,Fail
762,Female,32,1,56,Fail
763,Male,28,4,60,Pass
764,Female,21,3,84,Pass
765,Male,35,1,43,Fail
766,Male,30,3,59,Fail
767,Female,35,4,33,Fail
768,Male,35,8,88,Pass
769,Male,35,9,32,Fail
770,Female,27,3,58,Fail
771,Female,27,6,32,Fail
772,Female,33,10,37,Fail
773,Male,21,11,56,Fail
774,Male,36,5,46,Fail
775,Female,29,6,53,Fail
776,Male,28,4,70,Pass
777,Female,24,10,90,Pass
778,Female,30,6,62,Pass
779,Male,31,7,45,Fail
780,Female,25,9,43,Fail
781,Male,22,10,35,Fail
782,Male,33,7,82,Pass
783,Female,36,6,71,Pass
784,Male,29,1,83,Pass
785,Female,35,2,80,Pass
786,Male,32,1,45,Fail
787,Male,32,9,37,Fail
788,Male,26,10,70,Pass
789,Female,23,10,58,Fail
790,Male,32,9,62,Pass
791,Female,27,7,45,Fail
792,Male,29,2,100,Pass
793,Male,23,6,95,Pass
794,Female,36,11,34,Fail
795,Female,22,4,41,Fail
796,Female,36,1,56,Fail
797,Female,27,1,91,Pass
798,Female,27,5,67,Pass
799,Male,24,2,53,Fail
800,Male,31,4,70,Pass
801,Female,29,1,53,Fail
802,Male,36,4,46,Fail
803,Male,34,11,91,Pass
804,Male,28,6,98,Pass
805,Female,33,10,61,Pass
806,Male,33,4,83,Pass
807,Male,21,1,55,Fail
808,Male,21,7,74,Pass
809,Female,25,2,42,Fail
810,Male,26,9,39,Fail
811,Male,23,3,42,Fail
812,Female,33,8,99,Pass
813,Female,29,8,84,Pass
814,Male,32,3,84,Pass
815,Male,30,4,58,Fail
816,Female,34,2,86,Pass
817,Female,35,4,99,Pass
818,Female,26,11,88,Pass
819,Female,24,11,72,Pass
820,Female,32,11,68,Pass
821,Female,27,9,98,Pass
822,Female,28,2,83,Pass
823,Male,29,3,63,Pass
824,Female,33,11,86,Pass
825,Female,36,11,81,Pass
826,Male,31,4,73,Pass
827,Female,26,5,45,Fail
828,Female,35,1,68,Pass
829,Male,26,7,45,Fail
830,Female,28,10,35,Fail
831,Male,32,7,84,Pass
832,Male,25,9,81,Pass
833,Male,34,4,40,Fail
834,Male,23,6,42,Fail
835,Female,32,11,34,Fail
836,Male,23,2,48,Fail
837,Male,33,4,66,Pass
838,Female,26,2,55,Fail
839,Male,22,10,66,Pass
840,Male,36,5,97,Pass
841,Male,26,7,39,Fail
842,Male,36,1,91,Pass
843,Female,33,10,83,Pass
844,Male,26,10,48,Fail
845,Female,28,7,73,Pass
846,Female,27,10,65,Pass
847,Male,28,6,93,Pass
848,Male,34,6,34,Fail
849,Male,29,8,71,Pass
850,Male,26,8,75,Pass
851,Female,34,6,80,Pass
852,Female,36,3,58,Fail
853,Female,23,5,72,Pass
854,Male,30,2,99,Pass
855,Female,23,5,31,Fail
856,Male,36,9,69,Pass
857,Male,31,10,47,Fail
858,Male,32,1,65,Pass
859,Male,21,10,76,Pass
860,Male,31,5,72,Pass
861,Female,35,6,69,Pass
862,Female,33,11,79,Pass
863,Male,35,7,92,Pass
864,Female,25,9,68,Pass
865,Male,34,6,53,Fail
866,Male,24,5,52,Fail
867,Male,29,7,34,Fail
868,Female,35,1,79,Pass
869,Male,29,11,89,Pass
870,Male,35,5,98,Pass
871,Female,34,2,32,Fail
872,Female,25,4,79,Pass
873,Female,30,7,61,Pass
874,Male,24,5,70,Pass
875,Male,27,6,78,Pass
876,Female,35,2,81,Pass
877,Male,26,3,73,Pass
878,Female,24,7,85,Pass
879,Female,33,11,79,Pass
880,Male,33,2,87,Pass
881,Male,35,6,45,Fail
882,Female,30,5,57,Fail
883,Female,22,10,98,Pass
884,Female,21,1,94,Pass
885,Female,24,11,60,Pass
886,Male,24,10,66,Pass
887,Female,33,11,97,Pass
888,Female,21,4,79,Pass
889,Female,26,11,85,Pass
890,Male,24,2,86,Pass
891,Male,21,4,98,Pass
892,Female,21,1,74,Pass
893,Male,35,2,61,Pass
894,Male,33,8,88,Pass
895,Male,21,6,83,Pass
896,Female,28,2,53,Fail
897,Female,30,6,58,Fail
898,Male,28,10,46,Fail
899,Female,22,9,67,Pass
900,Female,31,7,51,Fail
901,Male,33,9,47,Fail
902,Male,27,5,67,Pass
903,Female,34,7,49,Fail
904,Male,28,11,60,Pass
905,Female,28,7,75,Pass
906,Female,31,3,48,Fail
907,Male,30,7,92,Pass
908,Female,35,1,66,Pass
909,Female,31,9,82,Pass
910,Male,33,10,49,Fail
911,Male,27,6,74,Pass
912,Male,25,5,37,Fail
913,Female,21,7,74,Pass
914,Male,32,5,98,Pass
915,Male,29,10,64,Pass
916,Male,33,5,96,Pass
917,Male,36,11,99,Pass
918,Female,27,10,85,Pass
919,Female,22,11,40,Fail
920,Male,26,7,72,Pass
921,Female,22,10,71,Pass
922,Male,35,7,99,Pass
923,Male,21,11,40,Fail
924,Female,34,3,40,Fail
925,Female,27,3,90,Pass
926,Male,33,10,81,Pass
927,Male,36,3,51,Fail
928,Female,22,6,38,Fail
929,Male,33,6,95,Pass
