StudentID,Gender,Age,StudyHours,TestScore,Grade
112,Female,32,4,71,Pass
113,Male,30,6,56,Fail
114,Male,27,1,85,Pass
115,Male,31,2,99,Pass
116,Female,33,8,90,Pass
117,Male,30,4,90,Pass
118,Male,30,10,85,Pass
119,Female,28,7,68,Pass
120,Female,35,4,47,Fail
121,Female,33,9,47,Fail
122,Female,31,9,66,Pass
123,Female,30,4,85,Pass
124,Male,26,8,34,Fail
125,Male,26,6,67,Pass
126,Female,33,1,52,Fail
127,Female,29,7,57,Fail
128,Female,31,1,37,Fail
129,Female,25,3,69,Pass
130,Male,30,8,91,Pass
131,Male,28,9,65,Pass
132,Female,28,3,42,Fail
133,Female,34,1,100,Pass
134,Female,36,1,53,Fail
135,Female,24,7,95,Pass
136,Male,25,5,91,Pass
137,Female,28,1,55,Fail
138,Female,32,6,100,Pass
139,Male,32,6,81,Pass
140,Female,35,4,41,Fail
141,Male,26,7,48,Fail
142,Female,33,7,65,Pass
143,Female,24,9,86,Pass
144,Male,22,1,100,Pass
145,Female,28,5,37,Fail
146,Male,27,10,63,Pass
147,Male,31,3,46,Fail
148,Male,36,7,54,Fail
149,Female,28,4,74,Pass
150,Female,36,4,52,Fail
151,Male,35,1,81,Pass
152,Female,23,1,96,Pass
153,Female,34,10,53,Fail
154,Female,33,2,97,Pass
155,Male,25,2,70,Pass
156,Male,23,1,64,Pass
157,Female,29,8,51,Fail
158,Male,28,6,53,Fail
159,Female,22,6,44,Fail
160,Female,23,10,77,Pass
161,Female,23,10,97,Pass
162,Male,25,9,67,Pass
163,Male,24,5,98,Pass
164,Female,22,4,88,Pass
165,Male,33,11,34,Fail
166,Female,35,6,71,Pass
167,Male,23,8,42,Fail
168,Male,32,1,50,Fail
169,Male,30,7,85,Pass
170,Female,34,8,51,Fail
171,Female,22,9,96,Pass
172,Female,30,11,66,Pass
173,Male,28,8,37,Fail
174,Female,23,7,85,Pass
175,Female,23,3,42,Fail
176,Female,26,2,97,Pass
177,Female,34,3,63,Pass
178,Male,26,4,41,Fail
179,Male,25,4,38,Fail
180,Female,33,6,96,Pass
181,Male,31,7,34,Fail
182,Male,31,4,48,Fail
183,Male,34,10,71,Pass
184,Male,33,6,75,Pass
185,Male,24,9,79,Pass
186,Female,25,6,86,Pass
187,Male,31,3,59,Fail
188,Female,25,1,94,Pass
189,Female,23,11,100,Pass
190,Female,26,10,87,Pass
191,Male,36,10,55,Fail
192,Male,26,5,59,Fail
193,Male,26,10,93,Pass
194,Male,32,10,72,Pass
195,Female,36,3,69,Pass
196,Female,32,8,54,Fail
197,Female,31,10,74,Pass
198,Male,22,1,81,Pass
199,Female,27,11,59,Fail
200,Female,32,2,96,Pass
201,Female,23,3,69,Pass
202,Male,28,3,57,Fail
203,Female,25,8,54,Fail
204,Female,36,5,51,Fail
205,Male,26,8,48,Fail
206,Female,26,11,39,Fail
207,Male,26,11,76,Pass
208,Female,23,6,64,Pass
209,Male,26,2,61,Pass
210,Male,24,11,41,Fail
211,Male,25,4,62,Pass
212,Female,34,9,54,Fail
213,Female,23,4,91,Pass
214,Male,25,5,93,Pass
215,Male,34,5,83,Pass
216,Male,30,10,64,Pass
217,Male,29,8,80,Pass
218,Male,34,6,67,Pass
219,Male,35,10,35,Fail
220,Male,36,7,100,Pass
221,Male,32,6,85,Pass
222,Male,33,5,40,Fail
223,Male,24,5,52,Fail
224,Male,22,3,48,Fail
225,Male,22,7,81,Pass
226,Female,27,10,47,Fail
227,Male,24,5,36,Fail
228,Female,25,7,83,Pass
229,Female,22,2,87,Pass
230,Female,29,9,39,Fail
231,Male,22,8,82,Pass
232,Female,26,5,56,Fail
233,Male,27,2,53,Fail
234,Female,36,6,93,Pass
235,Male,23,8,78,Pass
236,Male,28,7,94,Pass
237,Female,28,8,89,Pass
238,Female,22,4,35,Fail
239,Male,25,3,78,Pass
240,Female,33,7,73,Pass
241,Male,34,2,57,Fail
242,Male,25,5,62,Pass
243,Male,26,7,100,Pass
244,Female,22,1,99,Pass
245,Male,22,4,87,Pass
246,Male,28,2,86,Pass
247,Male,30,6,82,Pass
248,Male,22,1,65,Pass
249,Female,23,7,94,Pass
250,Female,27,3,75,Pass
251,Female,36,1,34,Fail
252,Female,36,8,96,Pass
253,Male,27,7,68,Pass
254,Male,23,2,84,Pass
255,Male,30,7,78,Pass
256,Male,25,3,98,Pass
257,Male,34,9,47,Fail
258,Male,28,8,36,Fail
259,Female,27,5,57,Fail
260,Male,32,7,98,Pass
261,Male,34,3,81,Pass
262,Male,32,1,43,Fail
263,Female,24,1,46,Fail
264,Male,29,11,47,Fail
265,Male,28,2,43,Fail
266,Male,30,8,73,Pass
267,Female,24,1,56,Fail
268,Male,22,11,88,Pass
269,Male,23,5,96,Pass
270,Female,33,9,75,Pass
271,Male,32,9,99,Pass
272,Female,36,2,80,Pass
273,Male,33,7,85,Pass
274,Female,22,11,51,Fail
275,Male,32,1,51,Fail
276,Male,26,3,57,Fail
277,Female,36,6,56,Fail
278,Male,31,9,45,Fail
279,Male,35,10,56,Fail
280,Female,23,2,54,Fail
281,Male,24,7,97,Pass
282,Female,29,4,67,Pass
283,Male,36,2,35,Fail
284,Female,31,3,64,Pass
285,Male,35,6,52,Fail
286,Male,26,10,46,Fail
287,Female,25,9,98,Pass
288,Male,26,8,39,Fail
289,Female,31,10,60,Pass
290,Female,27,11,85,Pass
291,Female,33,9,81,Pass
292,Male,28,4,77,Pass
293,Male,35,4,50,Fail
294,Male,34,9,71,Pass
295,Female,30,8,43,Fail
296,Female,22,2,87,Pass
297,Female,25,8,39,Fail
298,Male,33,1,39,Fail
299,Female,33,9,85,Pass
300,Male,30,9,48,Fail
301,Male,26,8,90,Pass
302,Male,29,11,89,Pass
303,Male,33,5,40,Fail
304,Male,22,5,84,Pass
305,Male,25,3,91,Pass
306,Male,33,5,97,Pass
307,Male,35,4,59,Fail
308,Female,33,1,91,Pass
309,Male,30,9,64,Pass
310,Male,34,10,99,Pass
311,Female,22,4,46,Fail
312,Female,22,3,51,Fail
313,Female,25,6,46,Fail
314,Female,35,1,57,Fail
315,Male,24,5,90,Pass
316,Female,28,7,62,Pass
317,Female,32,2,89,Pass
318,Female,24,10,87,Pass
319,Female,22,9,38,Fail
320,Male,33,6,68,Pass
321,Female,36,2,52,Fail
322,Female,32,8,88,Pass
323,Female,31,8,77,Pass
324,Female,23,1,71,Pass
325,Male,31,1,95,Pass
326,Female,34,1,55,Fail
327,Female,25,4,73,Pass
328,Female,22,4,59,Fail
329,Male,22,8,38,Fail
330,Female,33,1,87,Pass
331,Female,35,10,82,Pass
332,Male,29,3,36,Fail
333,Female,28,11,71,Pass
334,Male,35,1,47,Fail
335,Male,29,9,80,Pass
336,Female,34,10,47,Fail
337,Female,25,9,71,Pass
338,Male,27,7,97,Pass
339,Male,36,8,77,Pass
340,Female,34,1,98,Pass
341,Male,24,5,58,Fail
342,Male,32,2,49,Fail
343,Female,34,1,48,Fail
344,Male,29,3,36,Fail
345,Male,25,7,100,Pass
346,Male,24,1,70,Pass
347,Male,25,11,88,Pass
348,Male,27,2,71,Pass
349,Male,32,2,96,Pass
350,Female,28,4,34,Fail
351,Male,28,3,52,Fail
352,Female,35,3,85,Pass
353,Female,36,10,63,Pass
354,Female,33,5,88,Pass
355,Female,25,3,47,Fail
356,Female,29,11,46,Fail
357,Female,28,7,60,Pass
358,Female,23,5,42,Fail
359,Female,34,4,74,Pass
360,Male,29,3,81,Pass
361,Female,30,4,45,Fail
362,Female,26,2,43,Fail
363,Female,36,1,39,Fail
364,Male,25,3,67,Pass
365,Female,25,11,85,Pass
366,Male,34,2,74,Pass
367,Female,25,1,39,Fail
368,Female,27,1,35,Fail
369,Male,32,2,48,Fail
370,Female,25,9,50,Fail
371,Male,28,5,49,Fail
372,Male,28,9,61,Pass
373,Female,26,8,43,Fail
374,Female,34,11,43,Fail
375,Male,26,6,43,Fail
376,Male,36,1,61,Pass
377,Female,31,10,57,Fail
378,Female,29,5,52,Fail
379,Female,28,1,89,Pass
380,Male,35,7,100,Pass
381,Female,28,10,75,Pass
382,Male,27,11,45,Fail
383,Female,28,8,51,Fail
384,Male,28,8,56,Fail
385,Male,31,7,39,Fail
386,Female,35,2,86,Pass
387,Male,23,5,75,Pass
388,Male,35,4,99,Pass
389,Male,31,5,63,Pass
390,Male,23,10,42,Fail
391,Male,35,9,75,Pass
392,Female,31,4,67,Pass
393,Female,28,8,73,Pass
394,Male,35,8,50,Fail
395,Female,31,2,62,Pass
396,Male,28,6,83,Pass
397,Male,28,5,82,Pass
398,Female,26,2,94,Pass
399,Male,22,10,79,Pass
400,Male,35,4,79,Pass
401,Male,23,7,50,Fail
402,Female,34,1,99,Pass
403,Female,30,9,38,Fail
404,Male,29,10,87,Pass
405,Male,29,1,49,Fail
406,Male,31,5,40,Fail
407,Male,22,7,41,Fail
408,Male,27,8,71,Pass
409,Female,36,2,87,Pass
410,Female,36,4,48,Fail
411,Female,30,2,83,Pass
412,Female,36,4,89,Pass
413,Male,29,6,42,Fail
414,Male,24,6,41,Fail
415,Female,25,2,52,Fail
416,Female,36,11,84,Pass
417,Male,24,4,90,Pass
418,Female,27,4,64,Pass
419,Male,35,1,36,Fail
420,Male,30,2,76,Pass
421,Male,36,3,62,Pass
422,Female,29,11,43,Fail
423,Female,36,5,45,Fail
424,Female,36,11,79,Pass
425,Female,34,8,63,Pass
426,Female,31,6,65,Pass
427,Male,25,3,80,Pass
428,Female,36,6,96,Pass
429,Male,23,7,59,Fail
430,Male,34,6,36,Fail
431,Male,29,10,56,Fail
432,Female,29,6,83,Pass
433,Female,35,1,69,Pass
434,Female,33,3,46,Fail
435,Female,32,7,62,Pass
436,Female,27,4,71,Pass
437,Female,35,4,38,Fail
438,Female,29,7,53,Fail
439,Female,30,9,47,Fail
440,Male,34,11,41,Fail
441,Female,22,2,81,Pass
442,Male,30,9,46,Fail
443,Male,23,3,57,Fail
444,Male,35,6,98,Pass
445,Male,34,4,67,Pass
446,Female,22,1,84,Pass
447,Female,29,9,36,Fail
448,Male,29,11,91,Pass
449,Male,32,6,88,Pass
450,Male,25,8,75,Pass
451,Female,29,2,54,Fail
452,Male,28,7,43,Fail
453,Male,34,6,90,Pass
454,Female,23,2,58,Fail
455,Male,26,2,89,Pass
456,Female,35,4,71,Pass
457,Female,31,4,94,Pass
458,Male,25,3,80,Pass
459,Male,24,8,87,Pass
460,Male,22,7,79,Pass
461,Female,26,2,37,Fail
462,Female,31,3,99,Pass
463,Female,29,10,76,Pass
464,Male,33,9,95,Pass
465,Male,30,5,37,Fail
466,Male,28,2,98,Pass
467,Male,33,3,95,Pass
468,Male,32,8,35,Fail
469,Male,22,4,42,Fail
470,Female,22,2,90,Pass
471,Female,36,2,78,Pass
472,Female,22,6,51,Fail
473,Male,23,8,81,Pass
474,Female,22,7,75,Pass
475,Female,25,4,74,Pass
476,Female,31,2,91,Pass
477,Male,30,9,75,Pass
478,Male,33,4,68,Pass
479,Female,25,9,71,Pass
480,Male,34,5,100,Pass
481,Male,25,11,74,Pass
482,Male,28,11,83,Pass
483,Male,35,7,78,Pass
484,Female,32,5,52,Fail
485,Male,30,2,50,Fail
486,Female,28,6,98,Pass
487,Female,22,7,89,Pass
488,Male,22,11,74,Pass
489,Male,25,6,75,Pass
490,Male,25,3,39,Fail
491,Female,22,10,73,Pass
492,Female,27,8,74,Pass
493,Female,31,3,42,Fail
494,Female,23,5,41,Fail
495,Female,32,9,77,Pass
496,Female,26,11,91,Pass
497,Female,29,5,100,Pass
498,Male,36,7,46,Fail
499,Female,24,11,52,Fail
500,Female,30,7,82,Pass
501,Female,28,5,63,Pass
502,Female,30,2,99,Pass
503,Male,22,5,92,Pass
504,Female,26,7,86,Pass
505,Female,33,7,85,Pass
506,Male,34,4,64,Pass
507,Male,24,1,48,Fail
508,Female,25,6,53,Fail
509,Female,25,3,38,Fail
510,Female,32,11,40,Fail
511,Female,33,5,51,Fail
512,Female,28,4,89,Pass
513,Female,31,2,78,Pass
514,Male,32,7,61,Pass
515,Male,29,5,83,Pass
516,Female,32,7,35,Fail
517,Female,31,9,57,Fail
518,Female,26,4,81,Pass
519,Male,34,5,78,Pass
520,Female,34,9,91,Pass
521,Male,33,10,69,Pass
522,Male,31,11,35,Fail
523,Female,28,4,51,Fail
524,Male,24,5,82,Pass
525,Female,24,5,41,Fail
526,Male,24,8,91,Pass
527,Female,33,4,48,Fail
528,Female,25,4,50,Fail
529,Male,27,7,56,Fail
530,Male,36,11,99,Pass
531,Male,26,5,60,Pass
532,Female,29,6,70,Pass
533,Male,35,6,82,Pass
534,Male,35,6,97,Pass
535,Female,33,10,67,Pass
536,Female,34,5,51,Fail
537,Male,26,5,97,Pass
538,Male,32,9,77,Pass
539,Male,33,8,50,Fail
540,Female,26,4,92,Pass
541,Female,35,7,46,Fail
542,Male,31,8,85,Pass
543,Female,23,9,93,Pass
544,Male,33,5,75,Pass
545,Male,32,3,97,Pass
546,Female,32,4,99,Pass
547,Male,26,10,67,Pass
548,Male,36,6,97,Pass
549,Female,33,10,66,Pass
550,Male,28,11,45,Fail
551,Male,23,5,52,Fail
552,Female,35,9,42,Fail
553,Male,34,11,50,Fail
554,Male,27,11,83,Pass
555,Female,28,3,72,Pass
556,Female,26,2,74,Pass
557,Female,30,6,43,Fail
558,Male,35,7,45,Fail
559,Female,25,5,48,Fail
560,Male,35,1,61,Pass
561,Female,35,3,37,Fail
562,Male,34,3,69,Pass
563,Male,31,4,98,Pass
564,Female,36,10,80,Pass
565,Male,22,6,72,Pass
566,Male,35,5,71,Pass
567,Female,29,1,77,Pass
568,Male,36,6,84,Pass
569,Male,29,9,59,Fail
570,Male,28,11,69,Pass
571,Female,29,1,34,Fail
572,Female,23,8,86,Pass
573,Female,24,8,39,Fail
574,Female,30,3,70,Pass
575,Female,22,9,35,Fail
576,Female,29,11,74,Pass
577,Female,29,11,84,Pass
578,Female,28,8,80,Pass
579,Male,34,3,46,Fail
580,Male,35,10,99,Pass
581,Male,32,5,92,Pass
582,Male,26,3,92,Pass
583,Female,25,5,43,Fail
584,Male,31,9,46,Fail
585,Male,31,4,35,Fail
586,Male,34,6,48,Fail
587,Male,36,3,79,Pass
588,Male,31,3,90,Pass
589,Female,35,5,43,Fail
590,Female,31,8,55,Fail
591,Male,27,8,41,Fail
592,Male,33,3,54,Fail
593,Male,32,8,55,Fail
594,Male,22,11,78,Pass
595,Female,34,8,73,Pass
596,Male,26,3,55,Fail
597,Female,35,10,63,Pass
598,Male,25,10,95,Pass
599,Female,25,2,78,Pass
600,Female,28,10,68,Pass
601,Female,30,2,75,Pass
602,Male,29,9,38,Fail
603,Male,32,7,60,Pass
604,Female,34,6,95,Pass
605,Male,35,7,65,Pass
606,Male,33,8,41,Fail
607,Female,29,1,51,Fail
608,Male,26,8,48,Fail
609,Female,27,3,59,Fail
610,Male,23,3,86,Pass
611,Male,34,6,77,Pass
612,Female,32,4,65,Pass
613,Female,35,4,61,Pass
614,Female,24,4,72,Pass
615,Female,26,10,65,Pass
616,Male,23,9,51,Fail
617,Male,24,8,44,Fail
618,Male,25,3,65,Pass
619,Female,27,1,53,Fail
620,Male,26,1,73,Pass
621,Male,31,1,41,Fail
622,Male,25,4,68,Pass
623,Female,34,6,54,Fail
624,Female,36,4,57,Fail
625,Male,23,11,50,Fail
626,Male,33,11,51,Fail
627,Female,32,3,45,Fail
628,Female,26,8,49,Fail
629,Female,26,8,37,Fail
630,Female,32,6,67,Pass
631,Male,28,9,79,Pass
632,Female,22,10,64,Pass
633,Male,25,1,58,Fail
634,Female,32,8,57,Fail
635,Male,26,6,98,Pass
636,Male,29,1,58,Fail
637,Female,33,4,61,Pass
638,Male,36,5,69,Pass
639,Male,33,7,39,Fail
640,Male,29,8,99,Pass
641,Female,22,9,100,Pass
642,Female,26,6,81,Pass
643,Female,31,10,100,Pass
644,Male,22,9,81,Pass
645,Male,22,4,98,Pass
646,Male,23,8,77,Pass
647,Male,23,3,96,Pass
648,Female,36,4,79,Pass
649,Male,36,10,52,Fail
650,Male,30,4,97,Pass
651,Male,25,6,83,Pass
652,Female,24,9,96,Pass
653,Male,32,6,74,Pass
654,Female,22,1,40,Fail
655,Female,33,5,42,Fail
656,Male,23,9,37,Fail
657,Male,27,5,82,Pass
658,Male,30,6,39,Fail
659,Male,26,3,54,Fail
660,Female,25,8,48,Fail
661,Female,34,10,100,Pass
662,Female,26,11,99,Pass
663,Female,30,4,89,Pass
664,Female,33,4,65,Pass
665,Female,34,11,99,Pass
666,Female,28,5,62,Pass
667,Female,29,10,99,Pass
668,Female,36,9,67,Pass
669,Female,25,8,60,Pass
670,Male,32,7,93,Pass
671,Male,29,5,72,Pass
672,Male,27,9,77,Pass
673,Female,26,9,69,Pass
674,Male,34,10,52,Fail
675,Female,33,10,78,Pass
676,Female,28,2,54,Fail
677,Male,27,4,56,Fail
678,Female,24,8,60,Pass
679,Male,26,1,52,Fail
680,Female,30,5,74,Pass
681,Female,28,8,59,Fail
682,Male,33,2,61,Pass
683,Male,25,2,97,Pass
684,Male,28,8,84,Pass
685,Male,26,10,81,Pass
686,Male,32,9,43,Fail
687,Male,34,7,72,Pass
688,Female,36,8,52,Fail
689,Female,23,5,97,Pass
690,Female,34,1,52,Fail
691,Female,27,4,95,Pass
692,Male,28,2,46,Fail
693,Female,29,3,58,Fail
694,Female,27,3,75,Pass
695,Male,29,9,72,Pass
696,Female,28,10,63,Pass
697,Male,23,4,38,Fail
698,Male,35,2,51,Fail
699,Male,27,3,54,Fail
700,Female,30,3,83,Pass
701,Male,33,7,39,Fail
702,Female,27,8,83,Pass
703,Female,25,11,99,Pass
704,Female,28,6,34,Fail
705,Male,24,4,90,Pass
706,Male,26,6,63,Pass
707,Male,22,11,91,Pass
708,Female,36,1,85,Pass
709,Female,31,10,70,Pass
710,Male,24,8,81,Pass
711,Female,29,1,34,Fail
712,Male,30,5,52,Fail
713,Male,30,2,79,Pass
714,Female,36,6,100,Pass
715,Female,31,9,35,Fail
716,Male,23,5,89,Pass
717,Female,25,4,50,Fail
718,Male,26,2,55,Fail
719,Male,36,3,60,Pass
720,Female,24,6,88,Pass
721,Male,34,8,65,Pass
722,Female,32,8,93,Pass
723,Male,22,5,61,Pass
724,Female,27,5,61,Pass
725,Female,35,10,58,Fail
726,Male,36,3,59,Fail
727,Female,31,7,50,Fail
728,Female,23,6,40,Fail
729,Male,30,1,89,Pass
730,Female,22,4,97,Pass
731,Male,32,6,53,Fail
732,Female,30,11,71,Pass
733,Male,28,6,91,Pass
734,Male,32,11,49,Fail
735,Male,34,3,84,Pass
736,Male,31,6,60,Pass
737,Female,23,10,84,Pass
738,Male,35,6,49,Fail
739,Female,27,9,93,Pass
740,Male,29,9,73,Pass
741,Female,36,2,100,Pass
742,Male,23,4,35,Fail
743,Female,36,9,81,Pass
744,Female,26,4,85,Pass
745,Male,34,8,57,Fail
746,Male,33,10,35,Fail
747,Male,32,3,98,Pass
748,Female,27,3,53,Fail
749,Female,24,9,67,Pass
750,Female,35,11,74,Pass
751,Female,33,10,74,Pass
752,Male,23,8,56,Fail
753,Male,36,1,71,Pass
754,Male,32,10,77,Pass
755,Male,27,2,100,Pass
756,Female,24,3,95,Pass
757,Female,23,11,45,Fail
758,Male,36,2,63,Pass
759,Female,22,3,98,Pass
760,Male,35,8,74,Pass
761,Female,29,11,53,Fail
762,Female,22,11,39,Fail
763,Female,33,6,37,Fail
764,Female,36,7,43,Fail
765,Female,26,10,84,Pass
766,Female,32,10,71,Pass
767,Male,27,6,34,Fail
768,Female,32,1,41,Fail
769,Male,33,11,96,Pass
770,Male,33,3,66,Pass
771,Male,24,1,48,Fail
772,Male,35,10,64,Pass
773,Male,28,9,54,Fail
774,Male,23,9,36,Fail
775,Female,28,5,99,Pass
776,Female,23,4,68,Pass
777,Female,26,9,74,Pass
778,Male,28,9,92,Pass
779,Male,32,3,49,Fail
780,Male,32,5,89,Pass
781,Female,35,3,78,Pass
782,Female,24,10,92,Pass
783,Female,35,2,83,Pass
784,Male,32,1,45,Fail
785,Male,25,10,45,Fail
786,Male,22,2,66,Pass
787,Female,24,8,82,Pass
788,Male,30,11,54,Fail
789,Male,31,8,93,Pass
790,Male,26,3,85,Pass
791,Male,36,7,87,Pass
792,Female,36,7,72,Pass
793,Female,29,2,82,Pass
794,Male,23,9,97,Pass
795,Male,24,3,59,Fail
796,Female,28,2,40,Fail
797,Female,35,3,95,Pass
798,Male,31,2,57,Fail
799,Female,25,8,73,Pass
800,Female,30,5,80,Pass
801,Male,35,3,41,Fail
802,Female,28,5,87,Pass
803,Female,35,11,42,Fail
804,Female,32,11,36,Fail
805,Female,33,8,87,Pass
806,Male,22,7,54,Fail
807,Female,25,6,81,Pass
808,Female,31,1,80,Pass
809,Male,32,10,96,Pass
810,Female,27,1,49,Fail
811,Male,27,1,38,Fail
812,Male,31,10,44,Fail
813,Female,27,8,62,Pass
814,Female,26,8,81,Pass
815,Female,24,7,48,Fail
816,Female,23,6,67,Pass
817,Female,24,4,93,Pass
818,Male,30,1,95,Pass
819,Female,24,9,35,Fail
820,Male,24,1,52,Fail
821,Female,22,4,82,Pass
822,Male,23,3,61,Pass
823,Female,32,7,81,Pass
824,Female,33,5,70,Pass
825,Female,24,5,82,Pass
826,Female,23,4,81,Pass
827,Female,29,1,62,Pass
828,Male,27,5,93,Pass
829,Female,28,4,62,Pass
830,Female,22,10,91,Pass
831,Female,27,8,81,Pass
832,Male,23,2,56,Fail
833,Female,34,8,60,Pass
834,Male,36,1,40,Fail
835,Female,27,4,82,Pass
836,Male,24,3,87,Pass
837,Female,28,5,75,Pass
838,Female,24,5,92,Pass
839,Male,30,5,77,Pass
840,Female,24,4,59,Fail
841,Male,28,8,56,Fail
842,Female,33,3,41,Fail
843,Female,25,4,86,Pass
844,Male,29,1,47,Fail
845,Female,35,7,40,Fail
846,Male,23,1,42,Fail
847,Male,29,2,36,Fail
848,Female,30,11,50,Fail
849,Female,34,7,77,Pass
850,Female,29,1,79,Pass
851,Male,27,11,91,Pass
852,Male,31,3,61,Pass
853,Female,22,6,47,Fail
854,Male,28,6,42,Fail
855,Male,22,6,59,Fail
856,Male,28,11,35,Fail
857,Male,35,2,67,Pass
858,Female,23,2,52,Fail
859,Female,29,6,72,Pass
860,Female,23,10,46,Fail
861,Male,24,5,38,Fail
862,Male,34,7,83,Pass
863,Male,33,7,56,Fail
864,Male,24,5,62,Pass
865,Female,22,8,59,Fail
866,Male,26,10,90,Pass
867,Male,26,6,34,Fail
868,Female,31,5,61,Pass
869,Female,26,4,95,Pass
870,Female,35,7,80,Pass
871,Male,34,4,92,Pass
872,Male,30,5,64,Pass
873,Male,27,5,82,Pass
874,Male,27,1,38,Fail
875,Male,24,1,64,Pass
876,Male,26,3,70,Pass
877,Female,31,11,48,Fail
878,Male,28,3,85,Pass
879,Female,24,2,44,Fail
880,Female,23,2,76,Pass
881,Female,26,6,56,Fail
882,Male,24,1,73,Pass
883,Male,26,6,96,Pass
884,Female,30,5,35,Fail
885,Male,32,6,80,Pass
886,Male,31,5,63,Pass
887,Female,22,7,49,Fail
888,Male,25,1,92,Pass
889,Male,31,3,80,Pass
890,Male,36,6,63,Pass
891,Male,26,1,42,Fail
892,Female,23,11,98,Pass
893,Female,33,11,92,Pass
894,Male,23,7,97,Pass
895,Male,22,4,41,Fail
896,Male,35,3,85,Pass
897,Female,29,10,51,Fail
898,Male,23,9,91,Pass
899,Male,24,1,82,Pass
900,Female,36,8,65,Pass
901,Male,33,1,81,Pass
902,Female,23,5,78,Pass
903,Male,25,10,87,Pass
904,Female,35,8,79,Pass
905,Male,22,6,64,Pass
906,Male,24,7,70,Pass
907,Female,26,11,49,Fail
908,Female,31,8,79,Pass
909,Female,22,6,79,Pass
910,Female,25,11,94,Pass
911,Female,27,6,79,Pass
912,Male,36,11,84,Pass
913,Female,25,6,95,Pass
914,Female,28,5,68,Pass
915,Female,35,8,75,Pass
916,Female,28,2,78,Pass
917,Male,27,7,80,Pass
918,Male,30,4,63,Pass
919,Male,23,1,57,Fail
920,Male,34,5,99,Pass
921,Male,31,3,76,Pass
922,Female,29,4,67,Pass
923,Male,29,7,56,Fail
924,Male,32,5,94,Pass
925,Female,31,4,70,Pass
926,Female,35,1,46,Fail
927,Male,35,6,40,Fail
928,Male,32,11,75,Pass
929,Female,25,10,71,Pass
